Campaign,Channel,Date,Impressions,Clicks,Leads,Conversions,Spend,CTR,CPC,CPL,CPA,ConversionRate,LeadRate,Revenue,ROAS,Country,Device,AgeGroup,Gender,AdSet,Creative,UTM_Source,UTM_Medium
New Year Promo,YouTube,2025-08-04,60143,6225,130,12,19900.47,10.35,3.2,153.08,1658.37,9.23,2.09,28906.76,1.45,UK,Tablet,45-54,Male,High Intent Segment,Carousel Ad,youtube,paid_social
New Year Promo,YouTube,2025-09-09,151341,7453,3335,1856,18855.45,4.92,2.53,5.65,10.16,55.65,44.75,1100929.9,58.39,UK,Tablet,18-24,Male,Warm Audience,Video Creative A,google,cpc
Freedom Sale,Google Ads,2025-08-15,37577,3033,726,367,2448.1,8.07,0.81,3.37,6.67,50.55,23.94,1585485.77,647.64,Singapore,Tablet,35-44,Other,Retargeting,Carousel Ad,facebook,organic
Big Weekend Push,Instagram,2025-07-26,111131,8131,3276,623,1211.77,7.32,0.15,0.37,1.95,19.02,40.29,404773.63,334.04,UAE,Tablet,45-54,Male,Retargeting,Static Image 1,facebook,organic
Big Weekend Push,YouTube,2025-08-19,115133,10590,3488,1105,2039.87,9.2,0.19,0.58,1.85,31.68,32.94,2288500.57,1121.89,Singapore,Tablet,45-54,Male,High Intent Segment,Reel Format,instagram,organic
Freedom Sale,Facebook,2025-08-11,100810,8370,3073,187,27273.76,8.3,3.26,8.88,145.85,6.09,36.71,148032.05,5.43,UK,Tablet,18-24,Other,App Users,Carousel Ad,linkedin,paid_social
Back to School,Facebook,2025-10-05,63677,3182,1499,113,29760.74,5.0,9.35,19.85,263.37,7.54,47.11,384321.44,12.91,UAE,Tablet,18-24,Other,Website Visitors,Video Creative A,facebook,organic
Summer Fest,Instagram,2025-10-27,129913,5226,2003,330,3008.7,4.02,0.58,1.5,9.12,16.48,38.33,452951.95,150.55,Singapore,Tablet,18-24,Male,App Users,Carousel Ad,linkedin,cpc
Summer Fest,LinkedIn,2025-10-30,164844,19167,7815,3506,7327.73,11.63,0.38,0.94,2.09,44.86,40.77,16240282.28,2216.28,UAE,Mobile,45-54,Other,Retargeting,Video Creative B,instagram,organic
Summer Fest,Facebook,2025-08-08,197114,3033,18,0,14911.24,1.54,4.92,828.4,0.0,0.0,0.59,0.0,0.0,USA,Tablet,35-44,Male,Website Visitors,Video Creative B,linkedin,organic
Diwali Blast Sale,Instagram,2025-08-25,60621,5408,680,404,32121.97,8.92,5.94,47.24,79.51,59.41,12.57,1926563.33,59.98,UAE,Mobile,55+,Other,Website Visitors,Static Image 1,linkedin,cpc
Diwali Blast Sale,Facebook,2025-07-22,74292,800,191,93,18479.17,1.08,23.1,96.75,198.7,48.69,23.88,279007.88,15.1,USA,Desktop,55+,Male,Warm Audience,Video Creative B,facebook,organic
Diwali Blast Sale,Instagram,2025-10-26,122418,10014,2794,1179,11894.92,8.18,1.19,4.26,10.09,42.2,27.9,5276649.45,443.61,UAE,Desktop,55+,Other,High Intent Segment,Static Image 1,linkedin,display
Back to School,YouTube,2025-11-03,62413,1254,478,224,20247.98,2.01,16.15,42.36,90.39,46.86,38.12,336750.46,16.63,UAE,Mobile,45-54,Female,Retargeting,Static Image 2,linkedin,organic
Diwali Blast Sale,YouTube,2025-08-31,186735,4333,1802,233,24391.25,2.32,5.63,13.54,104.68,12.93,41.59,465589.4,19.09,Singapore,Desktop,55+,Male,High Intent Segment,Video Creative A,linkedin,display
Freedom Sale,Google Ads,2025-07-30,6483,363,19,10,7945.27,5.6,21.89,418.17,794.53,52.63,5.23,49950.71,6.29,UAE,Desktop,35-44,Other,App Users,Carousel Ad,facebook,cpc
Big Weekend Push,Instagram,2025-09-28,135970,1532,213,87,29286.31,1.13,19.12,137.49,336.62,40.85,13.9,395827.25,13.52,India,Tablet,35-44,Female,Cold Lookalike,Reel Format,instagram,paid_social
New Year Promo,Facebook,2025-10-07,28631,1090,121,72,18234.6,3.81,16.73,150.7,253.26,59.5,11.1,239321.26,13.12,India,Desktop,35-44,Male,Cold Lookalike,Video Creative B,instagram,organic
Diwali Blast Sale,LinkedIn,2025-09-25,147145,13909,5680,277,23903.53,9.45,1.72,4.21,86.29,4.88,40.84,194769.13,8.15,USA,Mobile,55+,Other,Warm Audience,Reel Format,linkedin,organic
Back to School,LinkedIn,2025-10-24,148074,258,123,19,2069.47,0.17,8.02,16.82,108.92,15.45,47.67,75822.76,36.64,India,Tablet,35-44,Other,Cold Lookalike,Video Creative B,youtube,cpc
Diwali Blast Sale,Facebook,2025-08-06,59265,2482,16,6,8336.2,4.19,3.36,521.01,1389.37,37.5,0.64,28501.14,3.42,Singapore,Tablet,25-34,Male,Warm Audience,Static Image 1,linkedin,organic
New Year Promo,YouTube,2025-10-19,105558,6824,2049,1120,2354.32,6.46,0.35,1.15,2.1,54.66,30.03,1347646.55,572.41,India,Desktop,45-54,Female,Retargeting,Reel Format,linkedin,cpc
New Year Promo,Google Ads,2025-10-23,170043,14474,5003,172,33517.1,8.51,2.32,6.7,194.87,3.44,34.57,538370.37,16.06,UK,Desktop,55+,Female,Website Visitors,Video Creative B,youtube,display
Diwali Blast Sale,LinkedIn,2025-11-09,159487,14049,6451,2260,10701.0,8.81,0.76,1.66,4.73,35.03,45.92,10033810.55,937.65,UK,Desktop,55+,Male,Website Visitors,Video Creative B,google,cpc
New Year Promo,Google Ads,2025-08-31,177242,19490,4511,499,15943.17,11.0,0.82,3.53,31.95,11.06,23.15,585738.8,36.74,India,Tablet,45-54,Female,Cold Lookalike,Static Image 1,google,display
Freedom Sale,Facebook,2025-09-29,54006,5287,962,548,17690.16,9.79,3.35,18.39,32.28,56.96,18.2,2154065.05,121.77,Singapore,Desktop,55+,Male,High Intent Segment,Video Creative A,youtube,cpc
Diwali Blast Sale,YouTube,2025-08-24,196417,12525,4616,1152,2920.07,6.38,0.23,0.63,2.53,24.96,36.85,4936457.36,1690.53,UAE,Tablet,18-24,Other,High Intent Segment,Carousel Ad,instagram,organic
Diwali Blast Sale,Instagram,2025-10-30,25016,422,28,4,26998.41,1.69,63.98,964.23,6749.6,14.29,6.64,2803.78,0.1,USA,Tablet,35-44,Female,High Intent Segment,Reel Format,youtube,paid_social
Diwali Blast Sale,LinkedIn,2025-07-19,186336,20620,3085,940,34669.95,11.07,1.68,11.24,36.88,30.47,14.96,2660079.26,76.73,UK,Desktop,45-54,Female,High Intent Segment,Video Creative B,instagram,organic
Diwali Blast Sale,YouTube,2025-07-19,174615,3837,78,24,18204.92,2.2,4.74,233.4,758.54,30.77,2.03,63345.17,3.48,Singapore,Tablet,55+,Male,Retargeting,Reel Format,youtube,display
Freedom Sale,Facebook,2025-10-01,169986,18023,1,0,13070.7,10.6,0.73,13070.7,0.0,0.0,0.01,0.0,0.0,India,Mobile,18-24,Other,Retargeting,Video Creative A,youtube,paid_social
Summer Fest,LinkedIn,2025-08-04,112282,7343,1357,429,18729.69,6.54,2.55,13.8,43.66,31.61,18.48,286711.23,15.31,USA,Desktop,25-34,Other,Cold Lookalike,Reel Format,youtube,organic
Big Weekend Push,Instagram,2025-11-10,30968,2716,24,0,26002.12,8.77,9.57,1083.42,0.0,0.0,0.88,0.0,0.0,UAE,Mobile,25-34,Male,Retargeting,Static Image 1,youtube,paid_social
Back to School,Google Ads,2025-08-24,167285,15817,1757,771,7223.35,9.46,0.46,4.11,9.37,43.88,11.11,1426051.72,197.42,Singapore,Desktop,18-24,Male,Website Visitors,Static Image 2,instagram,display
Summer Fest,Facebook,2025-10-16,98851,3606,603,4,29588.57,3.65,8.21,49.07,7397.14,0.66,16.72,12343.52,0.42,UAE,Desktop,18-24,Other,Warm Audience,Video Creative A,google,paid_social
Summer Fest,LinkedIn,2025-10-01,77924,2296,798,360,33439.98,2.95,14.56,41.9,92.89,45.11,34.76,1615533.33,48.31,India,Desktop,25-34,Other,Cold Lookalike,Video Creative A,youtube,display
Big Weekend Push,LinkedIn,2025-09-02,78396,5420,1151,366,1736.28,6.91,0.32,1.51,4.74,31.8,21.24,1295454.07,746.11,India,Tablet,25-34,Other,High Intent Segment,Video Creative A,linkedin,cpc
Diwali Blast Sale,YouTube,2025-10-06,52705,3909,287,72,10799.36,7.42,2.76,37.63,149.99,25.09,7.34,251562.44,23.29,USA,Desktop,25-34,Female,Retargeting,Carousel Ad,instagram,paid_social
Big Weekend Push,LinkedIn,2025-10-19,106874,6601,376,93,11491.46,6.18,1.74,30.56,123.56,24.73,5.7,227265.54,19.78,Singapore,Tablet,35-44,Other,High Intent Segment,Static Image 1,linkedin,paid_social
New Year Promo,Google Ads,2025-11-05,7099,811,359,28,34487.0,11.42,42.52,96.06,1231.68,7.8,44.27,35587.58,1.03,UAE,Tablet,18-24,Other,Website Visitors,Static Image 1,google,display
Freedom Sale,LinkedIn,2025-09-10,182213,1901,549,317,22721.99,1.04,11.95,41.39,71.68,57.74,28.88,1035343.08,45.57,Singapore,Tablet,35-44,Female,Retargeting,Carousel Ad,linkedin,display
Big Weekend Push,YouTube,2025-07-21,196630,21823,7964,817,5351.37,11.1,0.25,0.67,6.55,10.26,36.49,2266909.73,423.61,UK,Desktop,25-34,Other,Cold Lookalike,Reel Format,linkedin,display
Diwali Blast Sale,YouTube,2025-09-01,37915,1198,495,22,15944.12,3.16,13.31,32.21,724.73,4.44,41.32,102344.57,6.42,UAE,Desktop,35-44,Female,Warm Audience,Video Creative A,linkedin,display
Big Weekend Push,YouTube,2025-09-19,176265,10867,1162,191,15945.83,6.17,1.47,13.72,83.49,16.44,10.69,365516.99,22.92,UAE,Tablet,25-34,Other,Warm Audience,Video Creative B,instagram,cpc
Diwali Blast Sale,LinkedIn,2025-10-11,20898,851,352,149,21986.97,4.07,25.84,62.46,147.56,42.33,41.36,489784.31,22.28,UK,Desktop,18-24,Other,Cold Lookalike,Video Creative B,youtube,display
Diwali Blast Sale,Google Ads,2025-08-01,59092,5476,240,122,32358.83,9.27,5.91,134.83,265.24,50.83,4.38,132245.92,4.09,India,Tablet,45-54,Female,Warm Audience,Static Image 1,instagram,display
Big Weekend Push,Instagram,2025-11-01,93987,9920,3395,652,20732.82,10.55,2.09,6.11,31.8,19.2,34.22,2759036.44,133.08,India,Tablet,55+,Other,High Intent Segment,Static Image 2,instagram,cpc
Freedom Sale,Google Ads,2025-08-30,33172,979,353,35,25523.79,2.95,26.07,72.31,729.25,9.92,36.06,150189.25,5.88,UAE,Mobile,18-24,Male,Retargeting,Video Creative A,linkedin,organic
Summer Fest,Instagram,2025-10-03,96204,1349,579,125,15152.52,1.4,11.23,26.17,121.22,21.59,42.92,382433.89,25.24,UAE,Mobile,45-54,Other,High Intent Segment,Static Image 2,facebook,organic
New Year Promo,Google Ads,2025-08-05,160398,14461,1135,269,2726.07,9.02,0.19,2.4,10.13,23.7,7.85,620269.41,227.53,UK,Mobile,25-34,Male,Warm Audience,Reel Format,instagram,organic
New Year Promo,LinkedIn,2025-09-14,174987,4609,143,70,31469.49,2.63,6.83,220.07,449.56,48.95,3.1,263799.45,8.38,USA,Mobile,45-54,Other,Website Visitors,Video Creative A,google,display
Back to School,Facebook,2025-10-20,118123,2515,548,73,17875.56,2.13,7.11,32.62,244.87,13.32,21.79,275855.54,15.43,UAE,Desktop,45-54,Other,Cold Lookalike,Static Image 2,linkedin,organic
Big Weekend Push,Instagram,2025-10-15,96639,11488,3032,977,15617.63,11.89,1.36,5.15,15.99,32.22,26.39,818731.3,52.42,UAE,Tablet,18-24,Female,Retargeting,Static Image 2,instagram,paid_social
Big Weekend Push,Instagram,2025-09-10,95537,2307,325,122,8787.59,2.41,3.81,27.04,72.03,37.54,14.09,206270.59,23.47,UK,Mobile,18-24,Male,Cold Lookalike,Carousel Ad,youtube,cpc
Summer Fest,YouTube,2025-08-01,106137,2615,900,171,29362.32,2.46,11.23,32.62,171.71,19.0,34.42,277028.64,9.43,UK,Tablet,18-24,Female,High Intent Segment,Static Image 1,facebook,cpc
Big Weekend Push,YouTube,2025-09-04,47006,2019,713,197,20093.06,4.3,9.95,28.18,102.0,27.63,35.31,974928.86,48.52,UK,Desktop,55+,Female,Website Visitors,Video Creative B,facebook,cpc
Big Weekend Push,Instagram,2025-10-05,19818,447,190,67,15027.5,2.26,33.62,79.09,224.29,35.26,42.51,179277.96,11.93,UAE,Desktop,35-44,Female,App Users,Static Image 2,instagram,organic
Back to School,Facebook,2025-08-03,134103,15355,1627,784,26067.56,11.45,1.7,16.02,33.25,48.19,10.6,3136297.61,120.31,UAE,Tablet,35-44,Male,Retargeting,Carousel Ad,youtube,display
Big Weekend Push,Instagram,2025-10-14,31127,377,25,1,29609.72,1.21,78.54,1184.39,29609.72,4.0,6.63,3874.56,0.13,Singapore,Desktop,35-44,Other,Website Visitors,Video Creative A,facebook,cpc
Diwali Blast Sale,YouTube,2025-10-04,57971,2166,664,245,9935.0,3.74,4.59,14.96,40.55,36.9,30.66,1131832.89,113.92,USA,Mobile,18-24,Male,App Users,Video Creative A,youtube,organic
Diwali Blast Sale,YouTube,2025-11-05,30606,2797,1182,591,22760.04,9.14,8.14,19.26,38.51,50.0,42.26,883720.55,38.83,India,Desktop,25-34,Female,Cold Lookalike,Video Creative A,youtube,cpc
Back to School,LinkedIn,2025-10-14,178811,13416,4548,2003,4986.79,7.5,0.37,1.1,2.49,44.04,33.9,8655089.24,1735.6,India,Tablet,25-34,Other,Warm Audience,Static Image 2,youtube,cpc
Summer Fest,YouTube,2025-09-27,84823,6153,2079,227,23291.45,7.25,3.79,11.2,102.61,10.92,33.79,958196.55,41.14,UK,Tablet,18-24,Other,App Users,Static Image 2,linkedin,organic
Back to School,Instagram,2025-08-24,126585,9933,76,38,12909.76,7.85,1.3,169.87,339.73,50.0,0.77,101798.56,7.89,USA,Mobile,45-54,Female,Cold Lookalike,Static Image 1,instagram,organic
New Year Promo,YouTube,2025-10-09,63618,1482,65,29,11009.74,2.33,7.43,169.38,379.65,44.62,4.39,56058.4,5.09,Singapore,Mobile,45-54,Female,App Users,Static Image 2,linkedin,display
Big Weekend Push,YouTube,2025-11-15,46865,2886,1261,195,29953.82,6.16,10.38,23.75,153.61,15.46,43.69,360352.24,12.03,Singapore,Mobile,18-24,Female,Retargeting,Video Creative B,google,cpc
New Year Promo,YouTube,2025-09-23,153920,10478,941,193,19402.72,6.81,1.85,20.62,100.53,20.51,8.98,556789.78,28.7,Singapore,Desktop,55+,Male,App Users,Video Creative B,youtube,organic
Back to School,Instagram,2025-08-02,161975,8908,2179,265,4698.53,5.5,0.53,2.16,17.73,12.16,24.46,1019024.6,216.88,Singapore,Desktop,45-54,Female,App Users,Video Creative A,instagram,organic
Back to School,YouTube,2025-10-20,168400,4566,1017,389,15305.86,2.71,3.35,15.05,39.35,38.25,22.27,398213.31,26.02,USA,Tablet,25-34,Other,Retargeting,Video Creative B,youtube,organic
Summer Fest,Instagram,2025-08-24,19161,937,196,6,977.89,4.89,1.04,4.99,162.98,3.06,20.92,28933.32,29.59,Singapore,Tablet,55+,Other,Warm Audience,Carousel Ad,google,paid_social
Diwali Blast Sale,LinkedIn,2025-08-20,124849,4193,1188,549,33779.58,3.36,8.06,28.43,61.53,46.21,28.33,454542.94,13.46,India,Desktop,55+,Male,Cold Lookalike,Carousel Ad,instagram,display
Diwali Blast Sale,YouTube,2025-11-01,66641,3706,1608,334,32099.37,5.56,8.66,19.96,96.11,20.77,43.39,383471.99,11.95,USA,Tablet,45-54,Female,App Users,Video Creative A,instagram,organic
New Year Promo,LinkedIn,2025-09-17,74859,7735,707,137,26145.84,10.33,3.38,36.98,190.85,19.38,9.14,643908.06,24.63,India,Mobile,25-34,Other,App Users,Carousel Ad,facebook,organic
Summer Fest,YouTube,2025-11-14,152997,5060,1961,1127,5844.5,3.31,1.16,2.98,5.19,57.47,38.75,1171189.39,200.39,India,Mobile,25-34,Female,Cold Lookalike,Static Image 1,google,cpc
Diwali Blast Sale,Facebook,2025-08-27,178242,12987,1925,9,1899.9,7.29,0.15,0.99,211.1,0.47,14.82,22896.23,12.05,Singapore,Mobile,55+,Other,Retargeting,Video Creative A,google,cpc
Diwali Blast Sale,Google Ads,2025-10-13,192091,6219,2670,545,11164.29,3.24,1.8,4.18,20.48,20.41,42.93,1880192.03,168.41,Singapore,Mobile,25-34,Female,Cold Lookalike,Carousel Ad,facebook,display
New Year Promo,Facebook,2025-08-29,111543,4929,1920,2,13677.43,4.42,2.77,7.12,6838.72,0.1,38.95,9425.35,0.69,UK,Mobile,45-54,Male,Warm Audience,Static Image 1,google,display
Summer Fest,YouTube,2025-07-22,167319,18878,2191,809,24966.73,11.28,1.32,11.4,30.86,36.92,11.61,1921552.91,76.96,UAE,Tablet,18-24,Other,High Intent Segment,Static Image 2,facebook,paid_social
New Year Promo,LinkedIn,2025-10-04,185415,21945,6111,1502,6532.37,11.84,0.3,1.07,4.35,24.58,27.85,2318625.96,354.94,UK,Mobile,35-44,Female,Warm Audience,Static Image 1,youtube,display
Summer Fest,Google Ads,2025-09-27,35063,3778,101,22,27314.75,10.77,7.23,270.44,1241.58,21.78,2.67,75381.87,2.76,UAE,Desktop,45-54,Male,Warm Audience,Reel Format,facebook,display
Back to School,Instagram,2025-09-04,146325,11173,1877,959,8312.23,7.64,0.74,4.43,8.67,51.09,16.8,3059986.01,368.13,UAE,Mobile,55+,Female,Cold Lookalike,Video Creative B,instagram,paid_social
Back to School,Facebook,2025-08-05,105694,2935,1324,13,29267.71,2.78,9.97,22.11,2251.36,0.98,45.11,22964.79,0.78,USA,Desktop,55+,Other,High Intent Segment,Static Image 2,google,paid_social
Summer Fest,Google Ads,2025-11-02,97618,4779,590,223,21124.27,4.9,4.42,35.8,94.73,37.8,12.35,133550.11,6.32,India,Mobile,35-44,Female,High Intent Segment,Video Creative B,linkedin,display
Diwali Blast Sale,LinkedIn,2025-09-26,99497,7345,1062,605,24724.02,7.38,3.37,23.28,40.87,56.97,14.46,642997.32,26.01,UAE,Mobile,45-54,Female,High Intent Segment,Static Image 1,linkedin,paid_social
Back to School,Instagram,2025-09-26,97039,9149,163,83,28618.86,9.43,3.13,175.58,344.81,50.92,1.78,164705.51,5.76,UK,Mobile,55+,Male,Website Visitors,Video Creative A,youtube,cpc
Diwali Blast Sale,LinkedIn,2025-10-12,118122,6170,2697,195,27629.58,5.22,4.48,10.24,141.69,7.23,43.71,529034.13,19.15,Singapore,Mobile,45-54,Male,High Intent Segment,Video Creative B,google,cpc
Freedom Sale,Facebook,2025-09-04,127728,13694,1354,14,4278.71,10.72,0.31,3.16,305.62,1.03,9.89,30563.64,7.14,Singapore,Desktop,35-44,Female,High Intent Segment,Reel Format,facebook,cpc
New Year Promo,YouTube,2025-09-21,171215,7766,3453,1339,11755.16,4.54,1.51,3.4,8.78,38.78,44.46,3307716.46,281.38,India,Mobile,45-54,Other,Cold Lookalike,Static Image 2,instagram,cpc
Freedom Sale,Instagram,2025-08-02,54253,4365,1367,632,22444.23,8.05,5.14,16.42,35.51,46.23,31.32,2418878.2,107.77,UAE,Tablet,25-34,Other,High Intent Segment,Video Creative A,youtube,cpc
Summer Fest,LinkedIn,2025-09-17,40600,3328,665,100,11865.4,8.2,3.57,17.84,118.65,15.04,19.98,373214.2,31.45,UK,Mobile,35-44,Male,Cold Lookalike,Video Creative B,facebook,paid_social
Summer Fest,Instagram,2025-07-25,124614,11214,3822,2061,23972.53,9.0,2.14,6.27,11.63,53.92,34.08,7621922.53,317.94,India,Tablet,25-34,Male,Warm Audience,Video Creative A,linkedin,paid_social
New Year Promo,YouTube,2025-11-03,80517,6069,713,424,26052.93,7.54,4.29,36.54,61.45,59.47,11.75,1947708.56,74.76,USA,Tablet,35-44,Female,Cold Lookalike,Video Creative A,facebook,display
Diwali Blast Sale,Instagram,2025-10-10,17297,753,358,136,5727.22,4.35,7.61,16.0,42.11,37.99,47.54,550986.47,96.2,USA,Mobile,35-44,Female,High Intent Segment,Static Image 1,instagram,cpc
Freedom Sale,Instagram,2025-11-02,143359,10979,658,243,32561.65,7.66,2.97,49.49,134.0,36.93,5.99,218665.11,6.72,USA,Tablet,18-24,Other,Warm Audience,Reel Format,linkedin,cpc
Diwali Blast Sale,LinkedIn,2025-08-07,153507,15743,2051,157,1312.67,10.26,0.08,0.64,8.36,7.65,13.03,140606.59,107.11,Singapore,Mobile,35-44,Female,Retargeting,Reel Format,youtube,paid_social
Freedom Sale,Facebook,2025-10-05,73806,5409,870,151,16697.94,7.33,3.09,19.19,110.58,17.36,16.08,682417.47,40.87,Singapore,Mobile,25-34,Male,Cold Lookalike,Reel Format,youtube,display
Freedom Sale,LinkedIn,2025-10-24,25478,3012,856,109,22156.55,11.82,7.36,25.88,203.27,12.73,28.42,469211.66,21.18,UAE,Desktop,45-54,Female,Retargeting,Carousel Ad,linkedin,organic
Diwali Blast Sale,LinkedIn,2025-09-01,125023,5087,2412,454,15805.42,4.07,3.11,6.55,34.81,18.82,47.41,752818.56,47.63,India,Mobile,55+,Other,Cold Lookalike,Reel Format,youtube,display
Summer Fest,LinkedIn,2025-07-29,7875,590,10,0,16567.7,7.49,28.08,1656.77,0.0,0.0,1.69,0.0,0.0,UK,Desktop,18-24,Female,Warm Audience,Reel Format,facebook,cpc
Summer Fest,Instagram,2025-09-10,23614,597,131,12,31784.82,2.53,53.24,242.63,2648.74,9.16,21.94,12745.07,0.4,USA,Tablet,45-54,Other,App Users,Static Image 1,linkedin,cpc
Back to School,Facebook,2025-10-08,177923,16583,1671,48,29484.84,9.32,1.78,17.65,614.27,2.87,10.08,102071.49,3.46,Singapore,Tablet,25-34,Male,Cold Lookalike,Static Image 1,linkedin,organic
Summer Fest,Google Ads,2025-08-06,89662,10298,5059,1887,16048.91,11.49,1.56,3.17,8.5,37.3,49.13,7243399.36,451.33,UAE,Desktop,35-44,Female,High Intent Segment,Static Image 2,youtube,organic
Diwali Blast Sale,Google Ads,2025-10-01,187057,10431,1391,2,32584.51,5.58,3.12,23.43,16292.25,0.14,13.34,5852.1,0.18,Singapore,Mobile,45-54,Male,Retargeting,Carousel Ad,instagram,cpc
Big Weekend Push,Instagram,2025-10-08,75060,6871,2780,795,22076.66,9.15,3.21,7.94,27.77,28.6,40.46,2929912.89,132.72,UAE,Desktop,35-44,Male,Retargeting,Static Image 2,linkedin,cpc
Back to School,Instagram,2025-10-11,183531,2911,821,207,29098.81,1.59,10.0,35.44,140.57,25.21,28.2,807609.05,27.75,India,Tablet,45-54,Female,High Intent Segment,Static Image 2,youtube,display
Summer Fest,YouTube,2025-08-18,79252,1414,264,154,10655.93,1.78,7.54,40.36,69.19,58.33,18.67,625743.17,58.72,USA,Tablet,18-24,Male,Warm Audience,Video Creative B,google,display
Back to School,Instagram,2025-11-04,114927,12097,952,25,16482.6,10.53,1.36,17.31,659.3,2.63,7.87,41206.41,2.5,Singapore,Desktop,45-54,Male,Retargeting,Static Image 2,facebook,display
Back to School,Google Ads,2025-11-07,100333,938,58,16,18936.33,0.93,20.19,326.49,1183.52,27.59,6.18,67738.91,3.58,India,Tablet,55+,Female,High Intent Segment,Static Image 1,facebook,organic
Summer Fest,Instagram,2025-08-14,60315,6773,2277,417,19758.72,11.23,2.92,8.68,47.38,18.31,33.62,531372.35,26.89,Singapore,Tablet,18-24,Male,Retargeting,Static Image 1,linkedin,display
Back to School,Google Ads,2025-09-25,5459,421,35,12,23419.19,7.71,55.63,669.12,1951.6,34.29,8.31,17127.34,0.73,India,Desktop,55+,Female,App Users,Reel Format,linkedin,paid_social
Freedom Sale,YouTube,2025-09-28,14380,645,109,5,25668.51,4.49,39.8,235.49,5133.7,4.59,16.9,15610.89,0.61,UAE,Mobile,45-54,Other,Cold Lookalike,Video Creative B,google,cpc
Diwali Blast Sale,YouTube,2025-09-25,126695,5277,1238,720,26248.55,4.17,4.97,21.2,36.46,58.16,23.46,394338.01,15.02,USA,Mobile,35-44,Other,Warm Audience,Video Creative B,facebook,display
Big Weekend Push,Instagram,2025-08-10,66977,376,154,89,21921.33,0.56,58.3,142.35,246.31,57.79,40.96,140557.66,6.41,Singapore,Mobile,25-34,Other,Retargeting,Video Creative A,youtube,display
Back to School,Instagram,2025-09-14,42371,1647,576,124,20435.53,3.89,12.41,35.48,164.8,21.53,34.97,110762.26,5.42,UAE,Tablet,55+,Female,High Intent Segment,Carousel Ad,instagram,organic
Back to School,Facebook,2025-09-04,109581,11798,5569,1962,4888.64,10.77,0.41,0.88,2.49,35.23,47.2,9146052.1,1870.88,UK,Tablet,18-24,Male,Warm Audience,Static Image 1,facebook,organic
Summer Fest,YouTube,2025-10-10,156493,2741,924,111,29744.33,1.75,10.85,32.19,267.97,12.01,33.71,288434.37,9.7,USA,Desktop,25-34,Female,Cold Lookalike,Static Image 1,linkedin,paid_social
Freedom Sale,Facebook,2025-10-05,46560,1581,539,64,3454.94,3.4,2.19,6.41,53.98,11.87,34.09,149482.5,43.27,India,Mobile,18-24,Other,Retargeting,Static Image 1,google,cpc
Summer Fest,LinkedIn,2025-11-08,21712,2286,596,69,2471.53,10.53,1.08,4.15,35.82,11.58,26.07,63195.98,25.57,India,Desktop,25-34,Female,Warm Audience,Reel Format,instagram,cpc
Freedom Sale,Instagram,2025-09-18,117442,336,69,19,7798.01,0.29,23.21,113.01,410.42,27.54,20.54,71349.62,9.15,Singapore,Mobile,18-24,Other,Warm Audience,Video Creative A,facebook,cpc
New Year Promo,Google Ads,2025-09-12,147332,11623,3388,1450,19535.86,7.89,1.68,5.77,13.47,42.8,29.15,1012895.22,51.85,India,Mobile,25-34,Female,Cold Lookalike,Static Image 2,facebook,organic
Diwali Blast Sale,LinkedIn,2025-11-08,18204,794,394,212,29218.17,4.36,36.8,74.16,137.82,53.81,49.62,520516.41,17.81,USA,Mobile,35-44,Female,Cold Lookalike,Video Creative B,facebook,paid_social
New Year Promo,YouTube,2025-10-26,45308,3388,737,208,30252.74,7.48,8.93,41.05,145.45,28.22,21.75,765249.54,25.3,UK,Tablet,18-24,Other,High Intent Segment,Static Image 2,youtube,display
Summer Fest,Google Ads,2025-09-01,94995,10383,574,175,10504.53,10.93,1.01,18.3,60.03,30.49,5.53,874555.13,83.26,UAE,Desktop,45-54,Other,Warm Audience,Reel Format,instagram,display
Freedom Sale,Google Ads,2025-11-02,107539,817,343,16,18665.34,0.76,22.85,54.42,1166.58,4.66,41.98,49473.79,2.65,India,Tablet,55+,Male,Warm Audience,Video Creative A,facebook,display
Back to School,Instagram,2025-10-28,49293,4633,1212,169,21756.42,9.4,4.7,17.95,128.74,13.94,26.16,282384.82,12.98,USA,Mobile,25-34,Other,Warm Audience,Video Creative B,instagram,display
Freedom Sale,LinkedIn,2025-10-10,154950,1707,595,234,5244.63,1.1,3.07,8.81,22.41,39.33,34.86,582975.99,111.16,UAE,Desktop,25-34,Male,Website Visitors,Video Creative B,google,cpc
Big Weekend Push,LinkedIn,2025-10-30,62827,7069,3460,1323,20039.9,11.25,2.83,5.79,15.15,38.24,48.95,2595958.23,129.54,India,Tablet,45-54,Male,High Intent Segment,Static Image 1,facebook,cpc
Freedom Sale,LinkedIn,2025-11-06,168380,8660,3428,1357,31942.04,5.14,3.69,9.32,23.54,39.59,39.58,3783780.14,118.46,USA,Mobile,25-34,Other,App Users,Static Image 2,facebook,cpc
New Year Promo,Instagram,2025-08-11,56279,561,2,0,1611.05,1.0,2.87,805.52,0.0,0.0,0.36,0.0,0.0,UAE,Desktop,18-24,Male,Website Visitors,Carousel Ad,instagram,organic
Diwali Blast Sale,Google Ads,2025-10-09,194342,4398,2049,725,5387.49,2.26,1.22,2.63,7.43,35.38,46.59,1499297.0,278.29,UK,Desktop,45-54,Female,Retargeting,Video Creative A,linkedin,cpc
