Applicant_ID,Job_Role,Source,Applied_Date,Screen_Date,Screen_Result,Interview_Date,Interview_Result,Offer_Date,Offer_Status,Join_Date,Joined
APP-11524,Data Analyst,Indeed,2024-11-22,2024-11-28,Passed,2024-12-03,Selected,2024-12-05,Accepted,2024-12-12,1
APP-11525,HR Executive,Careers Site,2024-07-31,2024-08-04,Failed,NaT,,NaT,,NaT,0
APP-11526,Data Analyst,Referral,2024-05-28,2024-06-01,Passed,2024-06-07,Selected,2024-06-08,Accepted,2024-06-13,1
APP-11527,Data Analyst,LinkedIn,2024-10-06,2024-10-12,No Response,NaT,,NaT,,NaT,0
APP-11528,Data Analyst,Referral,2024-07-21,2024-07-25,Passed,2024-08-02,Selected,2024-08-08,Accepted,2024-08-18,1
APP-11529,Frontend Developer,Naukri,2024-08-25,2024-08-26,Passed,2024-08-29,Selected,2024-09-03,Declined,NaT,0
APP-11530,Data Analyst,Referral,2024-07-04,2024-07-10,Passed,2024-07-13,Selected,2024-07-16,Declined,NaT,0
APP-11531,Data Engineer,Naukri,2024-07-22,2024-07-24,Failed,NaT,,NaT,,NaT,0
APP-11532,Backend Developer,Referral,2024-10-14,2024-10-16,Failed,NaT,,NaT,,NaT,0
APP-11533,Frontend Developer,LinkedIn,2024-02-25,2024-03-01,Failed,NaT,,NaT,,NaT,0
APP-11534,Frontend Developer,Naukri,2024-05-09,2024-05-10,Passed,2024-05-17,Selected,2024-05-20,Accepted,2024-05-26,1
APP-11535,Frontend Developer,Referral,2024-04-19,2024-04-20,Failed,NaT,,NaT,,NaT,0
APP-11536,Backend Developer,Referral,2024-02-22,2024-02-25,Failed,NaT,,NaT,,NaT,0
APP-11537,Business Analyst,Indeed,2024-06-16,2024-06-21,Passed,2024-06-30,Selected,2024-07-02,Declined,NaT,0
APP-11538,HR Executive,LinkedIn,2024-10-25,2024-10-26,Passed,2024-11-02,Selected,2024-11-03,No Response,NaT,0
APP-11539,Frontend Developer,Indeed,2024-07-29,2024-08-04,Passed,2024-08-05,Rejected,NaT,,NaT,0
APP-11540,HR Executive,LinkedIn,2024-08-01,2024-08-07,Passed,2024-08-08,No Show,NaT,,NaT,0
APP-11541,Backend Developer,Referral,2024-08-26,2024-08-30,Passed,2024-09-08,Selected,2024-09-12,Declined,NaT,0
APP-11542,Backend Developer,Careers Site,2024-03-17,2024-03-18,Passed,2024-03-26,No Show,NaT,,NaT,0
APP-11543,Frontend Developer,Naukri,2024-02-02,2024-02-04,Passed,2024-02-07,No Show,NaT,,NaT,0
APP-11544,Data Engineer,LinkedIn,2024-05-04,2024-05-06,No Response,NaT,,NaT,,NaT,0
APP-11545,HR Executive,Careers Site,2024-03-25,2024-03-26,Passed,2024-03-29,Selected,2024-03-30,Accepted,2024-04-12,1
APP-11546,Frontend Developer,Referral,2024-08-02,2024-08-06,Passed,2024-08-15,Selected,2024-08-17,No Response,NaT,0
APP-11547,Business Analyst,Indeed,2024-02-29,2024-03-05,Passed,2024-03-08,Rejected,NaT,,NaT,0
APP-11548,Business Analyst,Indeed,2024-10-19,2024-10-21,Failed,NaT,,NaT,,NaT,0
APP-11549,Data Analyst,Indeed,2024-01-14,2024-01-18,Passed,2024-01-26,Selected,2024-01-31,No Response,NaT,0
APP-11550,HR Executive,Naukri,2024-07-26,2024-08-01,Passed,2024-08-04,Selected,2024-08-06,Accepted,2024-08-25,1
APP-11551,HR Executive,Careers Site,2024-01-10,2024-01-12,Passed,2024-01-13,Selected,2024-01-14,Accepted,2024-01-30,1
APP-11552,Data Analyst,Referral,2024-11-12,2024-11-16,No Response,NaT,,NaT,,NaT,0
APP-11553,Data Analyst,Referral,2024-04-14,2024-04-16,Failed,NaT,,NaT,,NaT,0
APP-11554,Backend Developer,Referral,2024-02-02,2024-02-04,Passed,2024-02-10,Selected,2024-02-15,Accepted,2024-03-05,1
APP-11555,Data Engineer,Indeed,2024-08-28,2024-09-01,No Response,NaT,,NaT,,NaT,0
APP-11556,Business Analyst,Referral,2024-04-18,2024-04-21,Passed,2024-04-23,Selected,2024-04-26,Declined,NaT,0
APP-11557,HR Executive,LinkedIn,2024-04-08,2024-04-13,Passed,2024-04-14,Rejected,NaT,,NaT,0
APP-11558,Business Analyst,Referral,2024-01-10,2024-01-15,Passed,2024-01-17,Rejected,NaT,,NaT,0
APP-11559,Data Analyst,Naukri,2024-01-30,2024-01-31,Failed,NaT,,NaT,,NaT,0
APP-11560,HR Executive,LinkedIn,2024-02-17,2024-02-18,Passed,2024-02-19,Selected,2024-02-25,No Response,NaT,0
APP-11561,Data Analyst,LinkedIn,2024-09-21,2024-09-27,Passed,2024-09-29,No Show,NaT,,NaT,0
APP-11562,Data Analyst,Careers Site,2024-10-04,2024-10-10,Passed,2024-10-12,Selected,2024-10-16,No Response,NaT,0
APP-11563,Business Analyst,Indeed,2024-03-12,2024-03-14,Passed,2024-03-19,Selected,2024-03-21,No Response,NaT,0
APP-11564,Business Analyst,Indeed,2024-04-23,2024-04-26,Passed,2024-05-01,Selected,2024-05-05,No Response,NaT,0
APP-11565,HR Executive,Indeed,2024-11-08,2024-11-10,Passed,2024-11-19,Selected,2024-11-21,Accepted,2024-12-08,1
APP-11566,Data Analyst,LinkedIn,2024-11-21,2024-11-27,No Response,NaT,,NaT,,NaT,0
APP-11567,Data Engineer,Naukri,2024-04-20,2024-04-21,Failed,NaT,,NaT,,NaT,0
APP-11568,Business Analyst,Naukri,2024-06-27,2024-06-28,Passed,2024-07-07,No Show,NaT,,NaT,0
APP-11569,Backend Developer,Indeed,2024-05-07,2024-05-09,Passed,2024-05-18,No Show,NaT,,NaT,0
APP-11570,Backend Developer,Naukri,2024-01-26,2024-01-28,Passed,2024-02-04,Rejected,NaT,,NaT,0
APP-11571,HR Executive,Indeed,2024-08-04,2024-08-06,Passed,2024-08-15,No Show,NaT,,NaT,0
APP-11572,Data Analyst,Referral,2024-06-17,2024-06-22,Failed,NaT,,NaT,,NaT,0
APP-11573,HR Executive,Indeed,2024-06-30,2024-07-02,No Response,NaT,,NaT,,NaT,0
APP-11574,Data Engineer,Careers Site,2024-10-23,2024-10-25,Passed,2024-10-31,Rejected,NaT,,NaT,0
APP-11575,Data Engineer,Careers Site,2024-06-04,2024-06-09,Failed,NaT,,NaT,,NaT,0
APP-11576,Business Analyst,Careers Site,2024-11-25,2024-11-29,Passed,2024-12-05,Selected,2024-12-06,Accepted,2024-12-12,1
APP-11577,Data Engineer,Naukri,2024-09-09,2024-09-10,No Response,NaT,,NaT,,NaT,0
APP-11578,Data Engineer,LinkedIn,2024-09-30,2024-10-04,Passed,2024-10-06,Selected,2024-10-08,Accepted,2024-10-22,1
APP-11579,Data Engineer,Indeed,2024-05-07,2024-05-09,Passed,2024-05-12,No Show,NaT,,NaT,0
APP-11580,HR Executive,Careers Site,2024-05-15,2024-05-18,Passed,2024-05-24,Selected,2024-05-25,Declined,NaT,0
APP-11581,HR Executive,Indeed,2024-01-09,2024-01-15,No Response,NaT,,NaT,,NaT,0
APP-11582,Backend Developer,Naukri,2024-06-13,2024-06-16,No Response,NaT,,NaT,,NaT,0
APP-11583,Business Analyst,Referral,2024-02-22,2024-02-28,Passed,2024-03-07,Rejected,NaT,,NaT,0
APP-11584,Backend Developer,LinkedIn,2024-06-20,2024-06-26,Passed,2024-07-01,No Show,NaT,,NaT,0
APP-11585,Data Engineer,Indeed,2024-11-19,2024-11-22,Passed,2024-12-01,Selected,2024-12-02,Declined,NaT,0
APP-11586,Backend Developer,Indeed,2024-09-12,2024-09-14,Passed,2024-09-21,Selected,2024-09-24,Accepted,2024-09-29,1
APP-11587,Data Analyst,LinkedIn,2024-03-17,2024-03-22,Passed,2024-03-27,Selected,2024-04-02,Accepted,2024-04-16,1
APP-11588,HR Executive,Referral,2024-07-19,2024-07-20,Passed,2024-07-24,Selected,2024-07-25,Declined,NaT,0
APP-11589,Frontend Developer,Careers Site,2024-06-06,2024-06-12,Passed,2024-06-14,Selected,2024-06-17,Accepted,2024-06-24,1
APP-11590,HR Executive,Naukri,2024-05-04,2024-05-08,No Response,NaT,,NaT,,NaT,0
APP-11591,Frontend Developer,Careers Site,2024-02-28,2024-03-04,Passed,2024-03-05,Selected,2024-03-06,No Response,NaT,0
APP-11592,HR Executive,Indeed,2024-01-15,2024-01-17,Passed,2024-01-24,Rejected,NaT,,NaT,0
APP-11593,Data Engineer,Careers Site,2024-08-12,2024-08-17,Failed,NaT,,NaT,,NaT,0
APP-11594,Frontend Developer,Naukri,2024-07-17,2024-07-21,Passed,2024-07-27,Rejected,NaT,,NaT,0
APP-11595,Backend Developer,Naukri,2024-09-05,2024-09-11,Passed,2024-09-20,Selected,2024-09-21,Declined,NaT,0
APP-11596,Frontend Developer,LinkedIn,2024-05-29,2024-06-02,Failed,NaT,,NaT,,NaT,0
APP-11597,Business Analyst,Indeed,2024-10-07,2024-10-13,Passed,2024-10-22,Selected,2024-10-27,Accepted,2024-11-06,1
APP-11598,Frontend Developer,LinkedIn,2024-06-24,2024-06-29,No Response,NaT,,NaT,,NaT,0
APP-11599,Backend Developer,Naukri,2024-09-27,2024-09-28,Passed,2024-10-04,Selected,2024-10-08,Accepted,2024-10-21,1
APP-11600,Data Engineer,Referral,2024-03-07,2024-03-09,Passed,2024-03-10,Selected,2024-03-13,Accepted,2024-03-22,1
APP-11601,HR Executive,Careers Site,2024-03-11,2024-03-14,Passed,2024-03-17,Rejected,NaT,,NaT,0
APP-11602,Frontend Developer,Careers Site,2024-03-16,2024-03-22,Passed,2024-03-25,Selected,2024-03-26,Accepted,2024-04-01,1
APP-11603,Data Analyst,LinkedIn,2024-01-23,2024-01-26,No Response,NaT,,NaT,,NaT,0
APP-11604,HR Executive,Naukri,2024-01-09,2024-01-14,Passed,2024-01-17,No Show,NaT,,NaT,0
APP-11605,Business Analyst,Careers Site,2024-07-27,2024-08-02,Failed,NaT,,NaT,,NaT,0
APP-11606,Data Analyst,Referral,2024-07-09,2024-07-12,Failed,NaT,,NaT,,NaT,0
APP-11607,Data Analyst,LinkedIn,2024-06-16,2024-06-21,Passed,2024-06-25,Selected,2024-06-29,Accepted,2024-07-12,1
APP-11608,Frontend Developer,LinkedIn,2024-01-10,2024-01-14,Passed,2024-01-23,Selected,2024-01-26,Declined,NaT,0
APP-11609,Backend Developer,LinkedIn,2024-04-03,2024-04-07,Passed,2024-04-11,Selected,2024-04-16,Accepted,2024-04-29,1
APP-11610,Business Analyst,Naukri,2024-05-05,2024-05-07,No Response,NaT,,NaT,,NaT,0
APP-11611,Frontend Developer,Careers Site,2024-03-29,2024-04-01,Failed,NaT,,NaT,,NaT,0
APP-11612,Data Analyst,LinkedIn,2024-06-25,2024-07-01,Passed,2024-07-10,Selected,2024-07-15,Accepted,2024-07-22,1
APP-11613,Business Analyst,Referral,2024-05-26,2024-05-27,Passed,2024-05-29,No Show,NaT,,NaT,0
APP-11614,Frontend Developer,LinkedIn,2024-01-14,2024-01-20,No Response,NaT,,NaT,,NaT,0
APP-11615,Frontend Developer,Careers Site,2024-07-04,2024-07-05,No Response,NaT,,NaT,,NaT,0
APP-11616,HR Executive,Careers Site,2024-06-20,2024-06-26,Passed,2024-07-03,Selected,2024-07-05,Accepted,2024-07-19,1
APP-11617,Frontend Developer,Referral,2024-08-02,2024-08-03,Passed,2024-08-10,Rejected,NaT,,NaT,0
APP-11618,Data Analyst,Referral,2024-04-02,2024-04-03,Passed,2024-04-04,Rejected,NaT,,NaT,0
APP-11619,Data Analyst,Indeed,2024-04-12,2024-04-16,Passed,2024-04-18,Rejected,NaT,,NaT,0
APP-11620,Frontend Developer,Naukri,2024-05-31,2024-06-05,Failed,NaT,,NaT,,NaT,0
APP-11621,Data Engineer,LinkedIn,2024-07-05,2024-07-11,Passed,2024-07-20,No Show,NaT,,NaT,0
APP-11622,Frontend Developer,Indeed,2024-03-13,2024-03-17,Failed,NaT,,NaT,,NaT,0
APP-11623,Business Analyst,Careers Site,2024-03-05,2024-03-06,Passed,2024-03-11,Rejected,NaT,,NaT,0
APP-11624,HR Executive,Indeed,2024-07-28,2024-08-03,Passed,2024-08-09,Selected,2024-08-14,No Response,NaT,0
APP-11625,Data Analyst,Indeed,2024-11-25,2024-12-01,Passed,2024-12-08,Selected,2024-12-10,Accepted,2024-12-27,1
APP-11626,Business Analyst,Referral,2024-10-21,2024-10-25,Failed,NaT,,NaT,,NaT,0
APP-11627,Data Engineer,Naukri,2024-04-28,2024-05-01,Passed,2024-05-06,Selected,2024-05-10,Declined,NaT,0
APP-11628,Frontend Developer,Naukri,2024-08-18,2024-08-20,Failed,NaT,,NaT,,NaT,0
APP-11629,Frontend Developer,Indeed,2024-10-05,2024-10-10,Passed,2024-10-16,No Show,NaT,,NaT,0
APP-11630,Data Analyst,Referral,2024-08-05,2024-08-11,Failed,NaT,,NaT,,NaT,0
APP-11631,Data Analyst,Referral,2024-10-04,2024-10-05,Passed,2024-10-07,No Show,NaT,,NaT,0
APP-11632,Backend Developer,Indeed,2024-11-22,2024-11-24,Passed,2024-11-30,Selected,2024-12-06,Declined,NaT,0
APP-11633,HR Executive,Indeed,2024-11-08,2024-11-13,Passed,2024-11-20,Rejected,NaT,,NaT,0
APP-11634,Frontend Developer,Naukri,2024-07-04,2024-07-07,Failed,NaT,,NaT,,NaT,0
APP-11635,HR Executive,Careers Site,2024-10-03,2024-10-07,Passed,2024-10-16,Rejected,NaT,,NaT,0
APP-11636,Data Engineer,Careers Site,2024-04-05,2024-04-11,Passed,2024-04-16,Rejected,NaT,,NaT,0
APP-11637,Data Analyst,Referral,2024-03-23,2024-03-24,Passed,2024-03-29,No Show,NaT,,NaT,0
APP-11638,Backend Developer,Naukri,2024-07-10,2024-07-16,Passed,2024-07-22,Selected,2024-07-27,Declined,NaT,0
APP-11639,Business Analyst,Careers Site,2024-01-26,2024-01-28,Passed,2024-02-04,Selected,2024-02-07,Declined,NaT,0
APP-11640,Backend Developer,Naukri,2024-07-05,2024-07-11,Failed,NaT,,NaT,,NaT,0
APP-11641,Backend Developer,Naukri,2024-07-04,2024-07-09,Passed,2024-07-12,Selected,2024-07-15,Accepted,2024-07-27,1
APP-11642,Business Analyst,Referral,2024-01-26,2024-01-31,No Response,NaT,,NaT,,NaT,0
APP-11643,Data Engineer,Naukri,2024-03-22,2024-03-26,Passed,2024-03-27,No Show,NaT,,NaT,0
APP-11644,HR Executive,LinkedIn,2024-03-01,2024-03-04,Failed,NaT,,NaT,,NaT,0
APP-11645,Data Engineer,Careers Site,2024-11-25,2024-11-26,No Response,NaT,,NaT,,NaT,0
APP-11646,HR Executive,LinkedIn,2024-04-20,2024-04-22,Passed,2024-04-23,Selected,2024-04-26,Accepted,2024-05-02,1
APP-11647,HR Executive,Referral,2024-06-30,2024-07-01,Passed,2024-07-08,No Show,NaT,,NaT,0
APP-11648,HR Executive,LinkedIn,2024-07-14,2024-07-15,Passed,2024-07-23,Selected,2024-07-26,Accepted,2024-08-09,1
APP-11649,Frontend Developer,Careers Site,2024-05-17,2024-05-23,Passed,2024-06-01,Selected,2024-06-06,Accepted,2024-06-17,1
APP-11650,Backend Developer,Careers Site,2024-07-29,2024-08-02,Failed,NaT,,NaT,,NaT,0
APP-11651,Data Analyst,Naukri,2024-01-23,2024-01-28,Passed,2024-02-03,Rejected,NaT,,NaT,0
APP-11652,Data Analyst,Indeed,2024-10-09,2024-10-12,Passed,2024-10-13,No Show,NaT,,NaT,0
APP-11653,Data Analyst,Indeed,2024-02-16,2024-02-17,No Response,NaT,,NaT,,NaT,0
APP-11654,Business Analyst,Careers Site,2024-01-13,2024-01-16,Passed,2024-01-22,Selected,2024-01-27,No Response,NaT,0
APP-11655,HR Executive,Indeed,2024-09-16,2024-09-17,No Response,NaT,,NaT,,NaT,0
APP-11656,Data Engineer,Careers Site,2024-09-30,2024-10-03,Passed,2024-10-10,Selected,2024-10-11,No Response,NaT,0
APP-11657,Data Analyst,Referral,2024-06-04,2024-06-08,Passed,2024-06-14,No Show,NaT,,NaT,0
APP-11658,Data Engineer,Naukri,2024-08-04,2024-08-06,Failed,NaT,,NaT,,NaT,0
APP-11659,Backend Developer,Naukri,2024-11-15,2024-11-19,Passed,2024-11-24,Selected,2024-11-27,Accepted,2024-12-16,1
APP-11660,Data Analyst,Indeed,2024-10-08,2024-10-09,Failed,NaT,,NaT,,NaT,0
APP-11661,Data Analyst,Indeed,2024-06-05,2024-06-06,No Response,NaT,,NaT,,NaT,0
APP-11662,Data Analyst,LinkedIn,2024-11-01,2024-11-07,No Response,NaT,,NaT,,NaT,0
APP-11663,Backend Developer,Indeed,2024-03-14,2024-03-17,Passed,2024-03-21,No Show,NaT,,NaT,0
APP-11664,Business Analyst,Indeed,2024-08-05,2024-08-10,Passed,2024-08-16,Rejected,NaT,,NaT,0
APP-11665,Data Analyst,Naukri,2024-07-16,2024-07-21,Passed,2024-07-27,Selected,2024-07-30,Accepted,2024-08-17,1
APP-11666,Frontend Developer,Referral,2024-05-07,2024-05-09,Passed,2024-05-13,Selected,2024-05-15,Accepted,2024-05-21,1
APP-11667,HR Executive,Naukri,2024-02-29,2024-03-05,Failed,NaT,,NaT,,NaT,0
APP-11668,Business Analyst,Careers Site,2024-08-26,2024-08-27,Passed,2024-08-28,Selected,2024-08-29,Accepted,2024-09-03,1
APP-11669,Backend Developer,Naukri,2024-02-17,2024-02-18,No Response,NaT,,NaT,,NaT,0
APP-11670,Data Analyst,Referral,2024-03-05,2024-03-09,Failed,NaT,,NaT,,NaT,0
APP-11671,Data Analyst,Careers Site,2024-03-29,2024-03-30,Passed,2024-04-02,Selected,2024-04-06,Accepted,2024-04-12,1
APP-11672,HR Executive,Naukri,2024-01-02,2024-01-03,Passed,2024-01-07,Selected,2024-01-08,Accepted,2024-01-16,1
APP-11673,HR Executive,Careers Site,2024-05-10,2024-05-13,Passed,2024-05-17,Selected,2024-05-22,No Response,NaT,0
APP-11674,Data Analyst,Careers Site,2024-09-27,2024-09-28,Passed,2024-10-05,Selected,2024-10-10,No Response,NaT,0
APP-11675,HR Executive,LinkedIn,2024-03-20,2024-03-26,Passed,2024-04-03,No Show,NaT,,NaT,0
APP-11676,Data Analyst,Careers Site,2024-08-01,2024-08-05,Passed,2024-08-14,Selected,2024-08-20,Declined,NaT,0
APP-11677,Data Engineer,Careers Site,2024-08-01,2024-08-03,Failed,NaT,,NaT,,NaT,0
APP-11678,Business Analyst,Careers Site,2024-01-31,2024-02-03,Passed,2024-02-12,Selected,2024-02-15,Accepted,2024-03-04,1
APP-11679,Data Analyst,Naukri,2024-03-20,2024-03-24,Passed,2024-03-31,No Show,NaT,,NaT,0
APP-11680,Backend Developer,LinkedIn,2024-07-21,2024-07-25,Passed,2024-07-31,Selected,2024-08-01,Accepted,2024-08-19,1
APP-11681,HR Executive,Naukri,2024-08-14,2024-08-15,Passed,2024-08-20,Rejected,NaT,,NaT,0
APP-11682,Business Analyst,Indeed,2024-04-24,2024-04-27,Passed,2024-04-28,Selected,2024-05-03,Accepted,2024-05-11,1
APP-11683,HR Executive,Careers Site,2024-05-26,2024-05-28,Passed,2024-06-03,Rejected,NaT,,NaT,0
APP-11684,Frontend Developer,Careers Site,2024-03-03,2024-03-07,Passed,2024-03-11,Selected,2024-03-13,Accepted,2024-03-23,1
APP-11685,Data Engineer,Naukri,2024-03-25,2024-03-30,No Response,NaT,,NaT,,NaT,0
APP-11686,Business Analyst,Referral,2024-07-07,2024-07-10,Failed,NaT,,NaT,,NaT,0
APP-11687,HR Executive,Referral,2024-03-12,2024-03-15,Passed,2024-03-24,Selected,2024-03-27,Accepted,2024-04-13,1
APP-11688,Data Analyst,Indeed,2024-10-01,2024-10-02,Failed,NaT,,NaT,,NaT,0
APP-11689,HR Executive,Indeed,2024-02-23,2024-02-29,No Response,NaT,,NaT,,NaT,0
APP-11690,Frontend Developer,LinkedIn,2024-03-27,2024-03-29,Failed,NaT,,NaT,,NaT,0
APP-11691,Backend Developer,Naukri,2024-07-21,2024-07-22,No Response,NaT,,NaT,,NaT,0
APP-11692,Frontend Developer,Careers Site,2024-01-11,2024-01-12,Passed,2024-01-19,Rejected,NaT,,NaT,0
APP-11693,Backend Developer,Referral,2024-06-24,2024-06-30,Passed,2024-07-05,Selected,2024-07-08,Accepted,2024-07-22,1
APP-11694,Business Analyst,Indeed,2024-05-13,2024-05-16,Passed,2024-05-18,Rejected,NaT,,NaT,0
APP-11695,Backend Developer,Careers Site,2024-09-24,2024-09-30,Passed,2024-10-05,Rejected,NaT,,NaT,0
APP-11696,HR Executive,LinkedIn,2024-02-28,2024-03-03,Passed,2024-03-11,Selected,2024-03-12,Accepted,2024-03-20,1
APP-11697,Frontend Developer,Referral,2024-11-06,2024-11-11,Passed,2024-11-16,Selected,2024-11-20,Accepted,2024-11-28,1
APP-11698,Data Engineer,Indeed,2024-03-07,2024-03-12,Passed,2024-03-20,Selected,2024-03-24,Accepted,2024-04-02,1
APP-11699,Backend Developer,Referral,2024-04-25,2024-04-28,Passed,2024-04-29,Rejected,NaT,,NaT,0
APP-11700,Business Analyst,Naukri,2024-03-14,2024-03-16,Failed,NaT,,NaT,,NaT,0
APP-11701,Data Engineer,Naukri,2024-09-30,2024-10-01,Passed,2024-10-06,Selected,2024-10-09,Accepted,2024-10-16,1
APP-11702,Business Analyst,LinkedIn,2024-03-07,2024-03-12,No Response,NaT,,NaT,,NaT,0
APP-11703,Frontend Developer,Referral,2024-03-29,2024-03-30,Passed,2024-04-03,Selected,2024-04-05,Declined,NaT,0
APP-11704,Data Analyst,Referral,2024-06-24,2024-06-27,Failed,NaT,,NaT,,NaT,0
APP-11705,Frontend Developer,Naukri,2024-08-20,2024-08-24,Failed,NaT,,NaT,,NaT,0
APP-11706,Data Analyst,Indeed,2024-06-19,2024-06-24,No Response,NaT,,NaT,,NaT,0
APP-11707,Frontend Developer,Naukri,2024-05-01,2024-05-04,Failed,NaT,,NaT,,NaT,0
APP-11708,Data Engineer,Referral,2024-09-23,2024-09-24,Passed,2024-10-01,Rejected,NaT,,NaT,0
APP-11709,Data Analyst,Referral,2024-08-31,2024-09-05,Passed,2024-09-06,Rejected,NaT,,NaT,0
APP-11710,Data Engineer,Indeed,2024-05-21,2024-05-25,Passed,2024-05-31,Rejected,NaT,,NaT,0
APP-11711,Data Analyst,Naukri,2024-02-24,2024-02-27,Passed,2024-02-28,Selected,2024-03-04,Accepted,2024-03-23,1
APP-11712,Backend Developer,Indeed,2024-04-21,2024-04-27,Failed,NaT,,NaT,,NaT,0
APP-11713,Business Analyst,Indeed,2024-02-21,2024-02-23,Passed,2024-03-03,No Show,NaT,,NaT,0
APP-11714,Frontend Developer,Naukri,2024-07-05,2024-07-07,Passed,2024-07-08,Selected,2024-07-13,Accepted,2024-07-18,1
APP-11715,Backend Developer,Careers Site,2024-09-04,2024-09-09,No Response,NaT,,NaT,,NaT,0
APP-11716,Frontend Developer,Careers Site,2024-03-01,2024-03-05,No Response,NaT,,NaT,,NaT,0
APP-11717,Data Analyst,Referral,2024-07-09,2024-07-15,Failed,NaT,,NaT,,NaT,0
APP-11718,Data Analyst,Naukri,2024-05-30,2024-06-05,Passed,2024-06-13,Rejected,NaT,,NaT,0
APP-11719,HR Executive,Naukri,2024-04-06,2024-04-11,No Response,NaT,,NaT,,NaT,0
APP-11720,Backend Developer,Referral,2024-05-04,2024-05-08,Passed,2024-05-13,Selected,2024-05-18,Declined,NaT,0
APP-11721,Business Analyst,Referral,2024-05-01,2024-05-03,Failed,NaT,,NaT,,NaT,0
APP-11722,Data Analyst,Referral,2024-02-08,2024-02-14,No Response,NaT,,NaT,,NaT,0
APP-11723,HR Executive,Indeed,2024-06-09,2024-06-10,Passed,2024-06-15,Selected,2024-06-17,Declined,NaT,0
APP-11724,Data Engineer,Indeed,2024-03-02,2024-03-06,Passed,2024-03-07,Rejected,NaT,,NaT,0
APP-11725,Business Analyst,Indeed,2024-05-10,2024-05-14,Passed,2024-05-23,Rejected,NaT,,NaT,0
APP-11726,Frontend Developer,Careers Site,2024-01-16,2024-01-18,Passed,2024-01-21,Rejected,NaT,,NaT,0
APP-11727,Backend Developer,LinkedIn,2024-08-29,2024-08-30,Passed,2024-09-06,Selected,2024-09-11,Accepted,2024-09-30,1
APP-11728,Data Engineer,Referral,2024-07-21,2024-07-22,Failed,NaT,,NaT,,NaT,0
APP-11729,Data Engineer,Referral,2024-03-25,2024-03-29,Failed,NaT,,NaT,,NaT,0
APP-11730,Data Engineer,Referral,2024-01-09,2024-01-10,Passed,2024-01-12,Rejected,NaT,,NaT,0
APP-11731,Data Analyst,Indeed,2024-01-20,2024-01-22,Failed,NaT,,NaT,,NaT,0
APP-11732,Backend Developer,Referral,2024-08-08,2024-08-14,Passed,2024-08-23,Selected,2024-08-29,Declined,NaT,0
APP-11733,Backend Developer,Indeed,2024-03-27,2024-03-30,Passed,2024-04-07,Rejected,NaT,,NaT,0
APP-11734,Data Analyst,Indeed,2024-09-20,2024-09-21,Passed,2024-09-30,Selected,2024-10-05,Accepted,2024-10-19,1
APP-11735,Frontend Developer,Naukri,2024-04-19,2024-04-22,Passed,2024-04-29,Rejected,NaT,,NaT,0
APP-11736,Backend Developer,LinkedIn,2024-09-24,2024-09-27,No Response,NaT,,NaT,,NaT,0
APP-11737,Data Analyst,Naukri,2024-02-01,2024-02-02,Failed,NaT,,NaT,,NaT,0
APP-11738,Backend Developer,LinkedIn,2024-01-19,2024-01-23,Passed,2024-01-24,Rejected,NaT,,NaT,0
APP-11739,Business Analyst,LinkedIn,2024-07-10,2024-07-16,Passed,2024-07-20,Rejected,NaT,,NaT,0
APP-11740,Data Engineer,Indeed,2024-10-01,2024-10-06,Failed,NaT,,NaT,,NaT,0
APP-11741,Data Engineer,Referral,2024-01-09,2024-01-10,Failed,NaT,,NaT,,NaT,0
APP-11742,Frontend Developer,Careers Site,2024-10-27,2024-10-29,Failed,NaT,,NaT,,NaT,0
APP-11743,Backend Developer,LinkedIn,2024-02-02,2024-02-03,Passed,2024-02-12,Rejected,NaT,,NaT,0
APP-11744,Business Analyst,Indeed,2024-03-20,2024-03-22,No Response,NaT,,NaT,,NaT,0
APP-11745,Backend Developer,Naukri,2024-11-16,2024-11-19,Failed,NaT,,NaT,,NaT,0
APP-11746,HR Executive,Referral,2024-05-15,2024-05-18,Passed,2024-05-23,Selected,2024-05-26,Accepted,2024-06-04,1
APP-11747,Data Engineer,Careers Site,2024-04-04,2024-04-05,No Response,NaT,,NaT,,NaT,0
APP-11748,Backend Developer,Careers Site,2024-08-18,2024-08-24,Failed,NaT,,NaT,,NaT,0
APP-11749,Business Analyst,LinkedIn,2024-08-22,2024-08-27,Passed,2024-09-05,Rejected,NaT,,NaT,0
APP-11750,Data Analyst,LinkedIn,2024-05-29,2024-06-01,Passed,2024-06-02,No Show,NaT,,NaT,0
APP-11751,Backend Developer,LinkedIn,2024-09-25,2024-09-30,Passed,2024-10-03,Rejected,NaT,,NaT,0
APP-11752,Frontend Developer,LinkedIn,2024-08-01,2024-08-03,Passed,2024-08-12,Selected,2024-08-14,Accepted,2024-08-29,1
APP-11753,Backend Developer,LinkedIn,2024-04-09,2024-04-14,Passed,2024-04-16,No Show,NaT,,NaT,0
APP-11754,Backend Developer,Indeed,2024-07-15,2024-07-21,No Response,NaT,,NaT,,NaT,0
APP-11755,HR Executive,LinkedIn,2024-04-03,2024-04-05,Passed,2024-04-12,Rejected,NaT,,NaT,0
APP-11756,Backend Developer,Indeed,2024-05-17,2024-05-18,No Response,NaT,,NaT,,NaT,0
APP-11757,Business Analyst,Indeed,2024-02-10,2024-02-12,Passed,2024-02-17,Selected,2024-02-18,Accepted,2024-02-26,1
APP-11758,Backend Developer,Indeed,2024-02-18,2024-02-19,Failed,NaT,,NaT,,NaT,0
