Campaign name,Ad Set Name,Ad name,Page Name,Ads,Age,Gender,City,Day,Delivery status,Delivery level,Ad Set Name (Duplicate),Attribution setting,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Frequency,Link clicks,CPC (cost per link click),"CPM (cost per 1,000 impressions)",CTR (all),Clicks (all),CPC (all),Conversion rate ranking,Engagement rate ranking,Quality ranking,ThruPlays,Video plays at 25%,Video plays at 50%,Video plays at 75%,Video plays at 95%,Video plays at 100%,Video average play time,Video plays,Cost per 2-second continuous video play,Cost per 3-second video play,Cost per ThruPlay,Cost per Lead,Ad name (Duplicate),Campaign name (Duplicate),Image name,Video name,Reporting starts,Reporting ends
SQL Skills Training,SEO Campaign Set,Ad 7,Analytics Gurukul,Ad 7,24,male,Mysuru,28-03-2025,not_delivering,campaign,SEO Campaign Set,7-day click,conversion,25,384,1139,29.89,602.89,1.81,5,9.74,62.36,3.86,10,2.81,Above average,Below average,-,121,253,120,222,139,79,27.87,360,0.64,0.61,21.24,22.5,Ad 7,SQL Skills Training,maxime_promo.png,tenetur.mp4,28-03-2025,09-05-2025
Python for Beginners,Retention Program Set,Ad 1,Data Insights Academy,Ad 1,37,male,Coimbatore,01-09-2024,delivering,ad,Retention Program Set,7-day click or 1-day view,conversion,19,116,1148,47.21,132.21,1.46,10,3.71,63.97,6.61,28,10.62,Below average,Below average,-,10,12,11,9,1,4,59.5,16,4.57,1.94,42.36,34.96,Ad 1,Python for Beginners,error_promo.png,delectus.mp4,01-09-2024,28-12-2024
Full Stack Analytics Program,Content Marketing Set,Ad 14,SkillUp Learning,Ad 14,37,female,Pondicherry,23-10-2025,not_delivering,adset,Content Marketing Set,7-day click or 1-day view,conversion,8,736,763,30.37,148.77,1.87,22,3.22,79.5,3.39,59,9.6,Below average,Below average,Below average,56,90,88,30,64,19,82.08,151,4.94,4.13,4.29,35.16,Ad 14,Full Stack Analytics Program,natus_promo.png,sapiente.mp4,23-10-2025,25-10-2025
Full Stack Analytics Program,Digital Marketing Set,Ad 7,SkillUp Learning,Ad 7,38,female,Mysuru,03-09-2024,not_delivering,adset,Digital Marketing Set,7-day click,conversion,20,247,1034,29.07,736.95,1.7,0,4.04,96.64,4.69,2,11.4,-,Above average,Above average,7,14,11,14,5,2,31.15,26,4.34,0.62,27.39,37.61,Ad 7,Full Stack Analytics Program,nulla_promo.png,qui.mp4,03-09-2024,08-10-2025
Business Analytics Certification,Retention Program Set,Ad 3,Data Insights Academy,Ad 3,19,female,Tirupati,29-04-2025,delivering,campaign,Retention Program Set,7-day click or 1-day view,conversion,31,565,908,46.18,734.89,2.98,158,6.76,98.4,5.62,349,1.96,-,Below average,Average,2,2,3,2,1,0,79.85,5,2.78,1.58,37.56,26.11,Ad 3,Business Analytics Certification,placeat_promo.png,cumque.mp4,29-04-2025,05-09-2025
SQL Skills Training,Power BI Set,Ad 5,Data Insights Academy,Ad 5,41,male,Chennai,02-12-2024,not_delivering,campaign,Power BI Set,7-day click,conversion,2,289,773,47.19,247.17,1.69,8,8.62,76.5,2.52,9,4.05,Below average,-,Average,139,204,209,77,40,52,58.4,271,3.64,2.21,32.49,23.06,Ad 5,SQL Skills Training,officiis_promo.png,quam.mp4,02-12-2024,23-05-2025
Full Stack Analytics Program,Data Visualization Set,Ad 1,SkillUp Learning,Ad 1,19,female,Visakhapatnam,28-04-2024,not_delivering,campaign,Data Visualization Set,1-day click,conversion,0,259,1215,14.72,729,1.69,7,6.15,69.83,4.65,17,13.9,Average,Above average,Above average,4,4,1,4,1,0,78.3,6,4.66,4.09,15.65,40.85,Ad 1,Full Stack Analytics Program,quae_promo.png,adipisci.mp4,28-04-2024,12-11-2024
Digital Marketing Essentials,Retention Program Set,Ad 15,Code & Data,Ad 15,21,male,Visakhapatnam,10-03-2024,not_delivering,ad,Retention Program Set,1-day click,conversion,38,466,1604,16.21,646.62,1.44,63,14.54,66.36,2.15,132,13.4,Below average,Below average,-,312,206,131,203,72,58,62.41,394,4.19,0.76,48.38,20,Ad 15,Digital Marketing Essentials,ad_promo.png,reprehenderit.mp4,10-03-2024,05-07-2024
AI & ML Foundations,Upsell Campaign Set,Ad 4,Analytics Gurukul,Ad 4,37,male,Kochi,16-02-2025,delivering,adset,Upsell Campaign Set,7-day click or 1-day view,conversion,30,780,2537,49.95,735.55,2.44,135,9.36,96.42,6.14,225,11.86,Above average,Average,-,302,180,182,213,210,37,72.55,423,1.07,3.72,11.09,44.62,Ad 4,AI & ML Foundations,ad_promo.png,perferendis.mp4,16-02-2025,13-04-2025
SQL Skills Training,Landing Page Optimization Set,Ad 15,Data Insights Academy,Ad 15,40,female,Tirupati,13-05-2024,delivering,adset,Landing Page Optimization Set,7-day click or 1-day view,conversion,34,695,1042,1.37,437.45,1.95,10,5.28,63.08,5.82,17,6.38,Below average,Average,Below average,37,32,33,19,28,20,112.37,69,3.26,4.98,10.68,48.98,Ad 15,SQL Skills Training,facere_promo.png,nesciunt.mp4,13-05-2024,05-06-2024
Python for Beginners,Loyalty Program Set,Ad 10,Code & Data,Ad 10,17,female,Ahmedabad,20-04-2024,delivering,ad,Loyalty Program Set,1-day click,conversion,7,1118,1706,30.7,121.47,2.55,15,10.99,68.38,1.52,15,9.31,Average,Below average,Above average,70,61,79,34,12,11,96.61,120,4.49,3.55,16.77,31.86,Ad 10,Python for Beginners,deserunt_promo.png,a.mp4,20-04-2024,10-06-2024
Python Data Science Track,Digital Marketing Set,Ad 4,Data Insights Academy,Ad 4,43,female,Mysuru,27-01-2025,delivering,adset,Digital Marketing Set,7-day click or 1-day view,conversion,9,119,704,47.01,713.11,2.24,49,1.54,66.43,3.11,142,14.83,Above average,Below average,Average,1,4,3,2,1,1,29.17,6,2.87,4.97,41.45,45.71,Ad 4,Python Data Science Track,nihil_promo.png,maxime.mp4,27-01-2025,30-01-2025
Advanced Excel Workshop,Market Analysis Set,Ad 9,SkillUp Learning,Ad 9,18,female,Coimbatore,19-10-2024,not_delivering,ad,Market Analysis Set,7-day click,conversion,39,771,1741,7.93,584.27,1.92,67,12.68,50.25,3.21,130,2.16,-,Below average,Below average,93,159,124,145,39,81,90.03,274,1.74,1.19,4.24,24.66,Ad 9,Advanced Excel Workshop,nulla_promo.png,expedita.mp4,19-10-2024,27-11-2024
Power BI Mastery,Sales Funnel Set,Ad 4,SkillUp Learning,Ad 4,45,male,Tirupati,15-03-2025,delivering,ad,Sales Funnel Set,7-day click or 1-day view,conversion,26,511,710,19.48,163.86,1.13,93,12.88,61.32,4.15,203,4.18,Average,-,-,7,5,6,5,3,2,65.45,13,1.45,1.68,23.16,32.48,Ad 4,Power BI Mastery,delectus_promo.png,iste.mp4,15-03-2025,14-10-2025
AI & ML Foundations,Growth Hacking Set,Ad 10,Data Insights Academy,Ad 10,35,male,Mysuru,15-10-2025,not_delivering,adset,Growth Hacking Set,1-day click,conversion,6,557,1945,20.3,195.14,1.01,29,1.88,71.74,0.84,79,14.25,Average,-,Average,255,351,312,173,171,52,111.77,519,4.4,4.18,20.53,43.2,Ad 10,AI & ML Foundations,neque_promo.png,vel.mp4,15-10-2025,19-10-2025
Business Analytics Certification,Power BI Set,Ad 14,Code & Data,Ad 14,24,female,Mysuru,09-11-2024,not_delivering,ad,Power BI Set,7-day click,conversion,10,1046,2823,15.59,554.57,0.78,2,7.35,79.36,1.53,6,14.72,Above average,Below average,Average,182,125,133,98,83,48,66.62,240,4.62,1.39,38.21,43.56,Ad 14,Business Analytics Certification,voluptatum_promo.png,quos.mp4,09-11-2024,01-03-2025
Digital Marketing Essentials,Branding Set,Ad 7,Analytics Gurukul,Ad 7,44,female,Coimbatore,14-05-2025,delivering,ad,Branding Set,1-day click,conversion,18,1053,2315,12.86,697.16,1.5,21,7.28,62.95,1.91,34,5,Average,Below average,-,41,26,33,17,11,5,110.04,53,2.05,1.01,6.4,48.1,Ad 7,Digital Marketing Essentials,commodi_promo.png,ea.mp4,14-05-2025,05-10-2025
Python Data Science Track,Upsell Campaign Set,Ad 15,Analytics Gurukul,Ad 15,20,female,Bengaluru,09-06-2024,delivering,adset,Upsell Campaign Set,7-day click or 1-day view,conversion,5,1013,2389,29.34,160.04,2.59,7,11.68,58.77,1.21,10,9.65,-,Above average,Above average,219,206,183,77,87,59,57.91,325,0.92,4.46,34.75,39.94,Ad 15,Python Data Science Track,eveniet_promo.png,ad.mp4,09-06-2024,13-12-2024
AI & ML Foundations,Excel Mastery Set,Ad 8,Code & Data,Ad 8,27,male,Hyderabad,02-08-2024,not_delivering,adset,Excel Mastery Set,7-day click or 1-day view,conversion,34,388,662,10.19,190.2,1.57,32,6.08,81.47,6.27,87,3.42,Average,Average,Average,113,172,169,173,40,91,47.99,371,4.98,0.6,35.81,43.99,Ad 8,AI & ML Foundations,tempore_promo.png,eveniet.mp4,02-08-2024,25-03-2025
Advanced Excel Workshop,Paid Media Set,Ad 10,Analytics Gurukul,Ad 10,19,female,Ahmedabad,26-12-2024,not_delivering,ad,Paid Media Set,7-day click or 1-day view,conversion,11,673,1163,10.06,202.18,1.72,56,1.12,89.46,6.17,149,2.14,Below average,Below average,Below average,364,231,261,118,53,38,111.56,488,3.48,2.73,25.24,40.42,Ad 10,Advanced Excel Workshop,accusantium_promo.png,aspernatur.mp4,26-12-2024,05-07-2025
Python Data Science Track,Campaign Performance Set,Ad 5,Code & Data,Ad 5,23,male,Bengaluru,28-09-2024,not_delivering,campaign,Campaign Performance Set,7-day click,conversion,34,672,1411,19.99,212.27,0.7,14,2.62,60.8,5.67,23,12.88,Above average,Above average,Average,21,52,32,31,26,18,56.48,62,4.7,4.92,47.49,24.43,Ad 5,Python Data Science Track,sapiente_promo.png,impedit.mp4,28-09-2024,17-07-2025
Full Stack Analytics Program,Power BI Set,Ad 4,Data Insights Academy,Ad 4,25,female,Chennai,06-05-2024,not_delivering,campaign,Power BI Set,1-day click,conversion,2,126,1298,19.37,175.91,1.33,6,1.59,85.84,1.49,21,2.17,Below average,Above average,-,15,35,33,10,7,5,100.79,43,0.58,2.12,22.5,29.09,Ad 4,Full Stack Analytics Program,dignissimos_promo.png,impedit.mp4,06-05-2024,14-10-2025
Python Data Science Track,Video Ads Set,Ad 6,Data Insights Academy,Ad 6,42,female,Ahmedabad,02-09-2024,delivering,adset,Video Ads Set,1-day click,conversion,4,98,933,9.71,521.93,0.55,7,2.51,54.54,3.19,15,13.57,Above average,Below average,Above average,44,43,25,37,12,13,107.85,82,2.94,4.57,16.24,32.12,Ad 6,Python Data Science Track,eveniet_promo.png,voluptatum.mp4,02-09-2024,24-07-2025
SQL Skills Training,Power BI Set,Ad 8,Data Insights Academy,Ad 8,20,female,Mysuru,20-06-2024,delivering,ad,Power BI Set,1-day click,conversion,35,767,1661,32.98,564.05,1.46,61,8.62,81.01,3.61,116,11.57,Above average,-,Above average,63,131,91,72,45,54,36.8,285,2.82,2.74,34.56,44.07,Ad 8,SQL Skills Training,id_promo.png,quisquam.mp4,20-06-2024,26-09-2025
SQL Skills Training,Sales Funnel Set,Ad 5,Data Insights Academy,Ad 5,25,female,Coimbatore,11-11-2024,delivering,ad,Sales Funnel Set,1-day click,conversion,11,103,340,12.87,688.74,2.12,40,3.95,98.36,2.42,94,8.01,Above average,-,-,31,34,35,32,14,6,84.08,48,1.03,2.39,12.85,21.83,Ad 5,SQL Skills Training,est_promo.png,eveniet.mp4,11-11-2024,10-07-2025
Business Analytics Certification,Cross-sell Campaign Set,Ad 14,Analytics Gurukul,Ad 14,37,male,Delhi,01-10-2024,delivering,campaign,Cross-sell Campaign Set,7-day click,conversion,37,544,1397,29.09,240.34,1.22,42,11.44,93.27,1.63,50,7.51,Average,Average,Average,152,110,132,63,100,38,111.44,205,0.77,1.33,46.5,28.41,Ad 14,Business Analytics Certification,id_promo.png,eos.mp4,01-10-2024,11-06-2025
SQL Skills Training,Upsell Campaign Set,Ad 8,SkillUp Learning,Ad 8,40,male,Pondicherry,12-03-2025,not_delivering,ad,Upsell Campaign Set,7-day click,conversion,24,932,1465,35.43,720.02,2.17,121,13.88,68.75,3.86,300,8.06,Average,Average,Average,165,342,362,212,224,92,69.25,603,1.89,0.74,9.74,21.74,Ad 8,SQL Skills Training,necessitatibus_promo.png,atque.mp4,12-03-2025,19-03-2025
Python Data Science Track,Campaign Performance Set,Ad 8,Analytics Gurukul,Ad 8,27,male,Bengaluru,09-08-2024,not_delivering,ad,Campaign Performance Set,7-day click or 1-day view,conversion,23,718,1802,37,417.02,1.7,15,3.96,82.59,4.37,34,5.92,Below average,Below average,Above average,16,23,22,20,8,2,85.78,32,3.28,3.21,9.7,24.95,Ad 8,Python Data Science Track,nostrum_promo.png,voluptas.mp4,09-08-2024,03-07-2025
Digital Marketing Essentials,Data Visualization Set,Ad 15,SkillUp Learning,Ad 15,19,female,Coimbatore,10-05-2025,not_delivering,campaign,Data Visualization Set,7-day click,conversion,24,637,951,1.2,465.65,2.34,104,2.53,56.58,2.39,271,6.53,Above average,Above average,-,124,339,338,198,225,172,90.47,617,2.97,0.95,23.33,30.33,Ad 15,Digital Marketing Essentials,provident_promo.png,explicabo.mp4,10-05-2025,30-06-2025
Business Analytics Certification,Campaign Performance Set,Ad 5,Analytics Gurukul,Ad 5,44,male,Mysuru,09-07-2024,delivering,ad,Campaign Performance Set,1-day click,conversion,16,1182,2938,24.28,716.86,2.41,27,1.71,71.29,0.67,41,13.71,-,Above average,Average,392,851,594,758,219,297,47.38,1104,2.93,0.61,6.67,45.79,Ad 5,Business Analytics Certification,minus_promo.png,soluta.mp4,09-07-2024,10-03-2025
Business Analytics Certification,Lead Gen Set,Ad 12,Code & Data,Ad 12,34,female,Visakhapatnam,01-01-2025,delivering,ad,Lead Gen Set,1-day click,conversion,16,375,1507,23.13,745.61,2.02,64,5.88,93.06,0.59,167,6.76,Average,Above average,Below average,131,263,248,166,113,95,10.72,338,2.61,2.88,34.47,34.59,Ad 12,Business Analytics Certification,ea_promo.png,eligendi.mp4,01-01-2025,10-08-2025
Data Analytics Bootcamp,Campaign Performance Set,Ad 3,Data Insights Academy,Ad 3,34,female,Visakhapatnam,13-05-2024,not_delivering,adset,Campaign Performance Set,7-day click,conversion,20,1075,2078,15.43,399.41,1.12,20,9.55,86.53,6.38,41,10.75,Above average,Below average,-,397,804,351,343,416,92,90.51,975,0.5,2.86,38.15,34.71,Ad 3,Data Analytics Bootcamp,et_promo.png,temporibus.mp4,13-05-2024,03-05-2025
Digital Marketing Essentials,Branding Set,Ad 9,Data Insights Academy,Ad 9,29,female,Coimbatore,09-04-2024,not_delivering,campaign,Branding Set,7-day click or 1-day view,conversion,3,253,1746,39.02,718.45,0.69,16,1.55,89.39,6.24,31,3.84,Average,Below average,-,104,146,59,101,70,32,65.58,170,1.58,2.38,33.11,46.83,Ad 9,Digital Marketing Essentials,commodi_promo.png,laborum.mp4,09-04-2024,18-10-2024
SQL Skills Training,Landing Page Optimization Set,Ad 5,SkillUp Learning,Ad 5,19,female,Chennai,24-05-2025,delivering,campaign,Landing Page Optimization Set,7-day click or 1-day view,conversion,19,256,930,9.87,61.31,2.03,55,10.98,69.01,5.57,132,5.06,Average,Above average,Average,89,192,130,135,98,34,92.4,251,3.24,1.17,12.75,43.42,Ad 5,SQL Skills Training,accusamus_promo.png,vero.mp4,24-05-2025,11-06-2025
Digital Marketing Essentials,Customer Onboarding Set,Ad 5,Analytics Gurukul,Ad 5,27,male,Madurai,18-07-2024,not_delivering,adset,Customer Onboarding Set,7-day click,conversion,29,63,1214,11.28,257.74,0.54,151,1.73,98.93,5.11,318,14.93,-,-,Above average,8,34,18,26,15,2,23.85,43,2.43,2.16,31.22,47.55,Ad 5,Digital Marketing Essentials,dolorem_promo.png,deserunt.mp4,18-07-2024,25-08-2024
AI & ML Foundations,Video Ads Set,Ad 6,Analytics Gurukul,Ad 6,19,female,Ahmedabad,25-02-2025,delivering,ad,Video Ads Set,1-day click,conversion,40,773,951,31.27,497.74,0.87,81,8.39,95.6,2.55,166,12.96,Above average,Above average,-,514,558,508,373,181,200,66.36,709,4.25,2.53,17.05,49.55,Ad 6,AI & ML Foundations,libero_promo.png,quia.mp4,25-02-2025,19-04-2025
Power BI Mastery,Social Media Ads Set,Ad 4,Code & Data,Ad 4,44,male,Pune,16-07-2024,delivering,campaign,Social Media Ads Set,1-day click,conversion,4,562,1679,20.34,489.09,2.42,25,14.65,54.95,2.6,67,12.87,Below average,Below average,Below average,87,68,86,74,13,34,63.87,135,4.1,4.48,12.58,45.01,Ad 4,Power BI Mastery,aperiam_promo.png,atque.mp4,16-07-2024,24-06-2025
Full Stack Analytics Program,Video Ads Set,Ad 15,SkillUp Learning,Ad 15,24,female,Pondicherry,20-06-2025,not_delivering,campaign,Video Ads Set,7-day click or 1-day view,conversion,36,215,1947,46.09,592.88,1.14,31,7.44,90.44,2.26,68,6.1,Above average,-,-,1,1,0,1,0,0,56.69,2,2.53,0.67,10.57,44.01,Ad 15,Full Stack Analytics Program,nesciunt_promo.png,alias.mp4,20-06-2025,06-09-2025
AI & ML Foundations,Digital Marketing Set,Ad 15,Code & Data,Ad 15,20,male,Mysuru,01-06-2025,delivering,campaign,Digital Marketing Set,1-day click,conversion,37,1005,2228,45.71,674.74,2.88,160,11.44,72.81,5.97,205,6.92,Average,Above average,-,354,273,420,310,252,105,90.13,621,1.31,2.16,9.95,34.02,Ad 15,AI & ML Foundations,recusandae_promo.png,dolore.mp4,01-06-2025,05-07-2025
AI & ML Foundations,Customer Success Set,Ad 1,Code & Data,Ad 1,32,female,Tirupati,20-12-2024,delivering,ad,Customer Success Set,1-day click,conversion,9,729,2297,7.25,693.39,1.64,31,9.57,71.43,5.08,77,2.69,Average,Average,Above average,224,274,151,193,130,55,73.32,344,1.19,4.73,15.66,44.97,Ad 1,AI & ML Foundations,quidem_promo.png,minima.mp4,20-12-2024,05-08-2025
Python for Beginners,Campaign Performance Set,Ad 7,Data Insights Academy,Ad 7,32,male,Mysuru,26-01-2025,not_delivering,ad,Campaign Performance Set,7-day click,conversion,32,114,1672,18.04,493.74,2.65,50,9.29,62.09,6.06,59,10.55,-,Below average,Below average,14,13,14,10,2,2,30.91,18,3.96,2.98,6.95,20.35,Ad 7,Python for Beginners,eos_promo.png,quam.mp4,26-01-2025,06-04-2025
Digital Marketing Essentials,Growth Hacking Set,Ad 5,Data Insights Academy,Ad 5,29,male,Mumbai,31-07-2024,not_delivering,ad,Growth Hacking Set,1-day click,conversion,40,725,1583,1.68,396.62,2.91,148,1.14,55.35,4.65,308,7.5,Average,Average,Below average,61,120,112,151,69,58,86.68,268,0.91,4.28,35.06,33.99,Ad 5,Digital Marketing Essentials,voluptatum_promo.png,eum.mp4,31-07-2024,12-11-2024
Digital Marketing Essentials,SQL Insights Set,Ad 3,Code & Data,Ad 3,32,female,Mumbai,11-10-2024,delivering,adset,SQL Insights Set,7-day click or 1-day view,conversion,26,149,1578,45.7,688.81,1.34,19,6.39,69.75,2.54,44,0.84,Below average,Above average,Below average,13,9,11,10,5,5,41.52,20,4.44,1.01,20.34,41.23,Ad 3,Digital Marketing Essentials,aut_promo.png,sit.mp4,11-10-2024,05-06-2025
Advanced Excel Workshop,Landing Page Optimization Set,Ad 2,Code & Data,Ad 2,15,female,Trivandrum,04-12-2024,not_delivering,ad,Landing Page Optimization Set,7-day click,conversion,11,1182,1913,49.81,571.68,2.56,48,8.56,66.26,5.88,142,12.25,Average,Average,Average,202,281,190,251,104,58,82.7,379,1.58,3.31,22.6,37.68,Ad 2,Advanced Excel Workshop,odit_promo.png,quos.mp4,04-12-2024,27-10-2025
SQL Skills Training,Loyalty Program Set,Ad 12,Code & Data,Ad 12,37,female,Coimbatore,14-01-2025,delivering,adset,Loyalty Program Set,1-day click,conversion,16,270,866,19.32,574.31,1.78,15,10.95,95.03,3.01,36,7.43,Average,Average,Above average,144,134,160,47,43,44,67.87,217,3.88,2.68,3.98,39.44,Ad 12,SQL Skills Training,quae_promo.png,natus.mp4,14-01-2025,23-03-2025
Python for Beginners,Excel Mastery Set,Ad 11,Code & Data,Ad 11,27,female,Trivandrum,04-06-2024,delivering,adset,Excel Mastery Set,7-day click or 1-day view,conversion,14,1138,1625,5.8,274.34,0.78,11,7.12,95.46,6.99,18,3.29,Average,Below average,Below average,40,69,90,31,15,31,13.86,114,4.48,2.4,34.86,35.08,Ad 11,Python for Beginners,fuga_promo.png,assumenda.mp4,04-06-2024,02-01-2025
Power BI Mastery,Data Visualization Set,Ad 7,SkillUp Learning,Ad 7,29,female,Coimbatore,24-10-2025,not_delivering,campaign,Data Visualization Set,7-day click,conversion,1,350,566,44.33,94.99,1.41,7,1.26,66.91,1.72,12,10.62,Average,Above average,Average,57,79,52,38,15,9,58.34,101,4.75,1.15,6.75,44.49,Ad 7,Power BI Mastery,neque_promo.png,illum.mp4,24-10-2025,26-10-2025
Digital Marketing Essentials,Referral Program Set,Ad 10,Data Insights Academy,Ad 10,32,male,Kochi,17-07-2025,delivering,campaign,Referral Program Set,1-day click,conversion,33,110,1037,7.48,538.67,2.53,47,12.94,51.78,4.55,86,1.73,-,Above average,Below average,57,68,45,19,18,14,69.3,85,3.32,3.62,1.12,32.09,Ad 10,Digital Marketing Essentials,praesentium_promo.png,aspernatur.mp4,17-07-2025,30-07-2025
Advanced Excel Workshop,Webinar Promotion Set,Ad 3,Code & Data,Ad 3,23,female,Pondicherry,25-09-2025,delivering,adset,Webinar Promotion Set,7-day click or 1-day view,conversion,33,738,863,31.35,598.58,2.46,107,1.4,85.21,5.59,265,3.76,Above average,Below average,Average,386,492,327,330,274,120,83.34,565,1.35,4.64,41.9,34.61,Ad 3,Advanced Excel Workshop,at_promo.png,fugit.mp4,25-09-2025,24-10-2025
Power BI Mastery,Social Media Ads Set,Ad 9,Analytics Gurukul,Ad 9,35,female,Pondicherry,22-08-2025,not_delivering,adset,Social Media Ads Set,1-day click,conversion,36,301,1485,34.91,799.9,0.68,43,10.8,58.12,5.19,86,12.27,Average,Above average,Below average,50,68,103,91,38,34,104.35,154,2.41,2.12,10.27,46.35,Ad 9,Power BI Mastery,at_promo.png,perspiciatis.mp4,22-08-2025,01-09-2025
Python Data Science Track,Landing Page Optimization Set,Ad 5,Analytics Gurukul,Ad 5,20,male,Visakhapatnam,18-12-2024,delivering,campaign,Landing Page Optimization Set,7-day click,conversion,18,564,958,29.46,657.49,0.94,91,2.82,95.54,5.19,132,3.77,Above average,Above average,Average,154,219,159,180,64,78,113.54,366,3.76,0.73,47.19,25.91,Ad 5,Python Data Science Track,deserunt_promo.png,veniam.mp4,18-12-2024,17-03-2025
SQL Skills Training,Email Campaign Set,Ad 4,Code & Data,Ad 4,34,male,Madurai,22-03-2024,delivering,adset,Email Campaign Set,1-day click,conversion,36,1075,2869,30.87,394.23,2.73,13,4.05,55.25,1.63,31,3.93,Average,-,Above average,120,113,119,41,25,23,54.36,187,2.98,1.77,8.91,20.09,Ad 4,SQL Skills Training,dicta_promo.png,blanditiis.mp4,22-03-2024,07-05-2024
Digital Marketing Essentials,Video Ads Set,Ad 11,Data Insights Academy,Ad 11,25,male,Kochi,16-12-2024,delivering,ad,Video Ads Set,1-day click,conversion,7,752,1416,13.77,642.49,1.76,2,12.18,99.61,6.84,7,5.44,-,Average,Below average,421,436,348,222,202,52,40.59,661,2.13,2.25,5.75,39.14,Ad 11,Digital Marketing Essentials,hic_promo.png,ut.mp4,16-12-2024,08-08-2025
AI & ML Foundations,Landing Page Optimization Set,Ad 9,Analytics Gurukul,Ad 9,42,male,Madurai,13-06-2024,not_delivering,adset,Landing Page Optimization Set,1-day click,conversion,12,1052,2452,9.09,677.43,2.28,23,10.34,52.06,2.78,45,12.67,Above average,-,-,168,293,189,235,199,48,46.33,594,3.9,4.43,9.37,32.13,Ad 9,AI & ML Foundations,tempora_promo.png,distinctio.mp4,13-06-2024,18-09-2025
Business Analytics Certification,Campaign Performance Set,Ad 9,Analytics Gurukul,Ad 9,25,female,Ahmedabad,08-03-2025,not_delivering,ad,Campaign Performance Set,7-day click or 1-day view,conversion,21,80,1415,37.65,691.11,2.57,43,4.49,73.86,5.87,47,3.62,Above average,Average,Above average,34,21,17,10,8,3,68.9,46,2.62,4.93,32.28,45.33,Ad 9,Business Analytics Certification,ullam_promo.png,ad.mp4,08-03-2025,24-08-2025
Power BI Mastery,Growth Hacking Set,Ad 15,Data Insights Academy,Ad 15,43,female,Chennai,11-02-2025,delivering,ad,Growth Hacking Set,7-day click or 1-day view,conversion,16,944,1138,36.75,383.69,1.14,12,10.13,98.6,6.74,12,13.47,Average,-,Below average,145,298,243,228,50,30,104.31,362,1.72,2.74,25.97,28.01,Ad 15,Power BI Mastery,iusto_promo.png,explicabo.mp4,11-02-2025,19-07-2025
AI & ML Foundations,Social Media Ads Set,Ad 11,Code & Data,Ad 11,41,male,Visakhapatnam,24-02-2025,not_delivering,campaign,Social Media Ads Set,7-day click,conversion,26,720,790,4.18,606.38,2.46,20,8.26,84.21,3.68,22,7.71,-,Below average,Above average,80,280,240,102,92,79,84.18,393,4.13,3.85,30.81,46.08,Ad 11,AI & ML Foundations,quasi_promo.png,impedit.mp4,24-02-2025,12-04-2025
Business Analytics Certification,Campaign Performance Set,Ad 10,Code & Data,Ad 10,39,male,Madurai,21-10-2025,not_delivering,campaign,Campaign Performance Set,1-day click,conversion,26,134,1520,3.65,336.11,1.97,109,3.97,97.05,5.74,267,4.66,Above average,Average,Average,53,59,47,45,50,30,118.28,107,0.81,3.17,30.2,43.11,Ad 10,Business Analytics Certification,beatae_promo.png,deleniti.mp4,21-10-2025,22-10-2025
Advanced Excel Workshop,Landing Page Optimization Set,Ad 15,Data Insights Academy,Ad 15,42,female,Chennai,10-08-2025,delivering,ad,Landing Page Optimization Set,7-day click or 1-day view,conversion,0,846,1216,20.77,254.73,0.65,7,10.41,75.72,6.51,19,12.34,Above average,-,Below average,159,128,146,53,28,13,56.83,242,3.07,1.32,6.44,23.34,Ad 15,Advanced Excel Workshop,nobis_promo.png,necessitatibus.mp4,10-08-2025,03-10-2025
SQL Skills Training,Excel Mastery Set,Ad 10,Data Insights Academy,Ad 10,38,female,Trivandrum,18-03-2024,delivering,adset,Excel Mastery Set,1-day click,conversion,5,304,1127,36.08,511.25,2.41,7,10.01,58.15,4.59,12,1.28,Above average,-,Average,59,136,123,115,69,15,90.29,191,4.42,4.99,37.08,39.54,Ad 10,SQL Skills Training,dolorum_promo.png,veritatis.mp4,18-03-2024,28-03-2024
Python Data Science Track,Marketing Automation Set,Ad 11,Code & Data,Ad 11,44,male,Trivandrum,04-09-2024,delivering,campaign,Marketing Automation Set,1-day click,conversion,36,658,1416,49.73,73.37,1.63,127,5.41,92.89,5.08,301,8.97,Above average,-,Below average,259,248,270,218,91,136,19.79,467,1.95,3.11,31.15,29.5,Ad 11,Python Data Science Track,et_promo.png,ipsum.mp4,04-09-2024,04-06-2025
Data Analytics Bootcamp,Python Analytics Set,Ad 5,SkillUp Learning,Ad 5,40,female,Mumbai,30-09-2024,delivering,ad,Python Analytics Set,1-day click,conversion,9,444,459,15.56,701.35,0.73,8,2.92,94.39,3.25,26,11.05,Below average,-,Average,127,208,226,81,184,93,40.71,392,3.99,2.71,20.81,44.3,Ad 5,Data Analytics Bootcamp,aliquam_promo.png,non.mp4,30-09-2024,16-10-2024
AI & ML Foundations,Paid Media Set,Ad 12,SkillUp Learning,Ad 12,28,female,Kochi,21-12-2024,delivering,adset,Paid Media Set,1-day click,conversion,4,1178,1652,15.24,516.84,1.54,20,10.44,56.93,2.03,48,5.31,-,-,Average,36,52,27,27,13,10,52.77,75,3.93,3.18,7.43,47.08,Ad 12,AI & ML Foundations,error_promo.png,tenetur.mp4,21-12-2024,31-05-2025
