Order_ID,Customer_ID,Order_Date,Warehouse,Region,Product_Type,Channel,Processing_Delay_Hrs,Picking_Delay_Hrs,Packing_Delay_Hrs,Dispatch_Delay_Hrs,Transport_Delay_Hrs,Total_Fulfillment_Hours,SLA_Hours,SLA_Breach_Flag,Order_Qty,Fulfilled_Qty,Qty_Accuracy,Short_Ship_Flag,Root_Cause,Priority,Fulfillment_Completed_At,Shipping_Cost,Delay_Cost
ORD-102738,CUST-753,2023-02-18 23:39:00,WH-North,East,Furniture,Online,0.04,3.51,0.29,1.37,0.61,5.82,48,0,164,156,0.951,1,Inventory Shortage,Low,2023-02-19 05:28:17.773110,227.73,208.06
ORD-102739,CUST-278,2023-09-04 14:30:00,WH-West,West,Apparel,Distributor,0.62,0.11,2.64,4.52,2.04,9.93,48,0,424,407,0.96,1,Inventory Shortage,High,2023-09-05 00:25:43.351937,120.39,354.85
ORD-102740,CUST-912,2023-06-17 15:50:00,WH-East,North,Electronics,B2B,0.83,0.44,6.02,1.18,0.52,8.98,48,0,286,279,0.976,1,Transport Issue,Medium,2023-06-18 00:48:54.419485,264.81,321.01
ORD-102741,CUST-470,2023-10-26 01:54:00,WH-South,North,Automotive,Online,1.47,11.78,0.11,1.93,0.94,16.22,72,0,102,99,0.971,1,Picking Delay,High,2023-10-26 18:07:25.987671,128.33,579.84
ORD-102742,CUST-620,2023-08-04 16:59:00,WH-East,South,Furniture,Online,0.47,1.02,2.38,1.48,0.22,5.57,48,0,471,454,0.964,1,Dispatch Backlog,High,2023-08-04 22:33:09.304776,124.02,199.04
ORD-102743,CUST-329,2023-03-21 14:12:00,WH-North,South,Apparel,Online,5.16,2.19,0.59,1.26,2.42,11.62,48,0,267,255,0.955,1,Inventory Shortage,High,2023-03-22 01:49:23.563266,175.69,415.41
ORD-102744,CUST-224,2023-01-27 03:15:00,WH-West,South,Electronics,Online,3.05,0.36,0.89,0.07,6.9,11.27,72,0,124,121,0.976,1,Staff Shortage,High,2023-01-27 14:31:22.420170,88.93,402.89
ORD-102745,CUST-305,2023-07-14 21:48:00,WH-West,South,Automotive,B2B,0.22,1.69,2.96,1.34,3.7,9.92,48,0,153,149,0.974,1,Picking Delay,High,2023-07-15 07:42:54.097191,144.81,354.36
ORD-102746,CUST-911,2023-12-08 17:56:00,WH-North,South,Automotive,Distributor,2.63,2.33,4.35,6.61,3.92,19.83,24,0,429,412,0.96,1,Dispatch Backlog,Low,2023-12-09 13:45:51.761048,116.51,708.76
ORD-102747,CUST-242,2023-08-30 22:59:00,WH-North,East,Automotive,Retail,2.65,0.68,0.36,3.52,0.94,8.15,48,0,179,175,0.978,1,Transport Issue,Medium,2023-08-31 07:08:10.474532,108.32,291.38
ORD-102748,CUST-342,2023-11-01 11:54:00,WH-East,West,Furniture,Distributor,7.82,3.18,0.29,0.47,1.77,13.53,72,0,427,415,0.972,1,None,Low,2023-11-02 01:25:41.025228,116.01,483.49
ORD-102749,CUST-909,2023-11-08 03:30:00,WH-South,South,Electronics,Online,0.01,1.66,0.1,2.68,7.84,12.29,24,0,66,62,0.939,1,Staff Shortage,Medium,2023-11-08 15:47:35.064877,127.06,439.35
ORD-102750,CUST-605,2023-02-13 22:53:00,WH-North,West,Electronics,Online,0.71,0.89,0.99,6.68,0.39,9.66,48,0,99,95,0.96,1,Staff Shortage,Low,2023-02-14 08:32:32.666114,116.1,345.21
ORD-102751,CUST-126,2023-03-25 14:22:00,WH-South,East,FMCG,B2B,6.57,1.47,0.02,3.61,8.2,19.86,48,0,431,421,0.977,1,Picking Delay,Low,2023-03-26 10:13:48.179429,106.51,709.92
ORD-102752,CUST-469,2023-06-05 15:36:00,WH-North,East,Apparel,B2B,6.73,1.55,0.64,0.48,2.78,12.17,96,0,24,24,1.0,0,Staff Shortage,High,2023-06-06 03:46:10.431605,127.85,434.94
ORD-102753,CUST-667,2023-05-25 17:36:00,WH-West,East,Electronics,Online,3.19,0.33,0.09,6.07,7.62,17.3,48,0,333,324,0.973,1,Transport Issue,Medium,2023-05-26 10:53:54.704431,100.81,618.25
ORD-102754,CUST-686,2023-11-29 18:29:00,WH-North,South,FMCG,Distributor,3.63,0.93,0.62,1.08,1.61,7.86,48,0,249,238,0.956,1,None,High,2023-11-30 02:20:49.984548,177.75,281.05
ORD-102755,CUST-477,2023-02-14 17:13:00,WH-North,North,Apparel,Retail,0.24,0.76,0.05,1.82,1.74,4.6,48,0,490,462,0.943,1,Inventory Shortage,Low,2023-02-14 21:48:58.918754,124.38,164.39
ORD-102756,CUST-578,2023-03-03 03:35:00,WH-West,North,Apparel,B2B,1.8,0.92,2.16,2.24,5.85,12.98,48,0,165,158,0.958,1,None,Medium,2023-03-03 16:33:45.155247,107.9,463.88
ORD-102757,CUST-922,2023-11-04 18:44:00,WH-South,South,FMCG,Online,0.66,2.58,0.28,5.7,6.46,15.68,72,0,384,373,0.971,1,Dispatch Backlog,Low,2023-11-05 10:24:31.844142,188.53,560.24
ORD-102758,CUST-664,2023-10-27 06:56:00,WH-East,South,Furniture,B2B,0.5,1.19,0.48,8.05,1.1,11.31,48,0,440,434,0.986,1,Transport Issue,Low,2023-10-27 18:14:23.536014,178.14,404.09
ORD-102759,CUST-232,2023-04-27 03:58:00,WH-South,South,FMCG,Retail,4.16,5.07,2.45,7.96,15.15,34.79,72,0,94,90,0.957,1,Dispatch Backlog,Low,2023-04-28 14:45:28.348867,112.7,1243.44
ORD-102760,CUST-726,2023-02-03 01:04:00,WH-North,East,Furniture,Online,0.36,0.63,1.65,0.02,0.37,3.03,72,0,459,446,0.972,1,Dispatch Backlog,Medium,2023-02-03 04:05:44.306268,298.45,108.26
ORD-102761,CUST-188,2023-02-24 09:31:00,WH-North,North,Electronics,B2B,1.58,0.97,0.3,7.65,0.3,10.79,96,0,343,332,0.968,1,Dispatch Backlog,Low,2023-02-24 20:18:29.896540,278.79,385.69
ORD-102762,CUST-167,2023-02-11 08:12:00,WH-North,North,Apparel,Distributor,6.97,2.78,0.09,0.17,3.8,13.82,48,0,124,120,0.968,1,Dispatch Backlog,Medium,2023-02-11 22:01:01.303709,193.17,493.82
ORD-102763,CUST-416,2023-08-19 04:57:00,WH-East,West,Apparel,B2B,0.51,1.42,1.51,0.93,5.39,9.76,96,0,302,293,0.97,1,Transport Issue,Medium,2023-08-19 14:42:33.108823,228.84,348.79
ORD-102764,CUST-507,2023-01-10 05:26:00,WH-West,West,Apparel,B2B,9.54,1.43,0.59,2.17,13.61,27.35,24,1,156,148,0.949,1,Transport Issue,Low,2023-01-11 08:46:42.543606,106.3,977.31
ORD-102765,CUST-834,2023-05-08 18:20:00,WH-West,North,FMCG,B2B,12.91,0.1,1.74,1.96,2.18,18.9,72,0,349,344,0.986,1,Transport Issue,Medium,2023-05-09 13:13:47.545118,170.92,675.36
ORD-102766,CUST-836,2023-07-12 16:38:00,WH-East,North,Furniture,B2B,2.03,0.92,0.71,2.78,0.11,6.54,48,0,249,240,0.964,1,Inventory Shortage,Medium,2023-07-12 23:10:31.702972,141.9,233.82
ORD-102767,CUST-590,2023-03-19 20:29:00,WH-North,East,Apparel,B2B,0.47,0.57,0.51,1.96,3.88,7.38,72,0,436,424,0.972,1,None,High,2023-03-20 03:51:53.957497,172.53,263.82
ORD-102768,CUST-638,2023-08-01 16:08:00,WH-East,West,Apparel,Online,0.95,13.17,0.72,8.17,1.44,24.45,48,0,271,261,0.963,1,Transport Issue,Medium,2023-08-02 16:34:47.893700,183.81,873.72
ORD-102769,CUST-520,2023-05-25 04:57:00,WH-East,South,FMCG,Online,1.38,0.66,1.66,0.83,2.38,6.91,72,0,429,415,0.967,1,Picking Delay,Critical,2023-05-25 11:51:34.895065,185.13,246.95
ORD-102770,CUST-887,2023-07-04 19:39:00,WH-West,East,Electronics,B2B,0.93,3.89,2.79,0.96,2.82,11.38,96,0,58,58,1.0,0,Transport Issue,High,2023-07-05 07:01:35.961018,115.16,406.6
ORD-102771,CUST-519,2023-06-15 10:18:00,WH-North,West,Electronics,B2B,0.82,2.03,0.06,7.6,0.28,10.8,72,0,195,191,0.979,1,Picking Delay,Medium,2023-06-15 21:05:58.995694,365.82,385.98
ORD-102772,CUST-943,2023-11-02 00:12:00,WH-North,South,Automotive,Online,8.96,0.75,0.89,0.24,2.8,13.64,72,0,201,197,0.98,1,Picking Delay,Medium,2023-11-02 13:50:08.172451,149.76,487.34
ORD-102773,CUST-688,2023-11-30 23:32:00,WH-West,South,Furniture,Retail,0.42,1.41,0.04,2.82,2.33,7.02,24,0,72,71,0.986,1,Dispatch Backlog,Low,2023-12-01 06:33:23.629664,104.25,251.01
ORD-102774,CUST-175,2023-08-09 10:48:00,WH-West,North,Apparel,Retail,3.3,3.3,0.76,3.43,5.24,16.04,24,0,495,478,0.966,1,Transport Issue,Medium,2023-08-10 02:50:16.753225,203.9,573.2
ORD-102775,CUST-228,2023-10-19 11:09:00,WH-West,North,Automotive,Distributor,0.0,3.87,2.6,2.11,4.36,12.94,96,0,247,242,0.98,1,Picking Delay,Medium,2023-10-20 00:05:15.111059,117.89,462.39
ORD-102776,CUST-424,2023-04-05 05:56:00,WH-West,South,Apparel,B2B,2.27,0.31,0.54,3.55,0.86,7.54,72,0,481,467,0.971,1,Inventory Shortage,High,2023-04-05 13:28:06.974046,149.19,269.31
ORD-102777,CUST-757,2023-03-12 20:27:00,WH-South,South,Furniture,Online,6.19,0.75,3.23,0.57,0.97,11.71,48,0,98,96,0.98,1,None,Medium,2023-03-13 08:09:35.297977,132.95,418.51
ORD-102778,CUST-175,2023-05-07 15:55:00,WH-North,North,Electronics,Online,0.85,0.73,1.2,5.74,1.21,9.74,48,0,329,319,0.97,1,Inventory Shortage,Critical,2023-05-08 01:39:14.502855,173.21,348.01
ORD-102779,CUST-560,2023-08-26 22:51:00,WH-East,North,FMCG,Distributor,0.51,0.08,3.26,0.45,0.83,5.14,24,0,81,78,0.963,1,Picking Delay,High,2023-08-27 03:59:08.080100,227.44,183.55
ORD-102780,CUST-577,2023-07-01 04:55:00,WH-South,North,Apparel,Online,2.64,1.64,1.7,1.54,4.5,12.01,48,0,425,414,0.974,1,None,Critical,2023-07-01 16:55:34.944016,160.03,429.23
ORD-102781,CUST-796,2023-10-04 17:46:00,WH-North,North,Electronics,Distributor,3.12,3.47,0.13,0.23,21.8,28.76,48,0,65,63,0.969,1,Inventory Shortage,Medium,2023-10-05 22:31:22.353160,126.25,1027.74
ORD-102782,CUST-629,2023-07-17 18:32:00,WH-West,West,Furniture,B2B,2.91,0.87,0.32,2.36,4.43,10.89,24,0,424,408,0.962,1,Transport Issue,Low,2023-07-18 05:25:27.579803,283.41,389.24
ORD-102783,CUST-452,2023-07-12 12:02:00,WH-South,North,Furniture,Retail,0.96,2.42,0.6,3.32,3.92,11.23,24,0,5,5,1.0,0,Inventory Shortage,High,2023-07-12 23:15:51.107292,245.89,401.39
ORD-102784,CUST-231,2023-10-04 02:40:00,WH-South,East,Furniture,Online,0.73,1.78,0.22,8.5,2.22,13.45,48,0,478,462,0.967,1,Transport Issue,High,2023-10-04 16:06:46.671821,369.68,480.57
ORD-102785,CUST-999,2023-02-09 02:24:00,WH-South,East,FMCG,B2B,7.8,0.85,0.82,4.03,1.57,15.08,48,0,459,447,0.974,1,Dispatch Backlog,Low,2023-02-09 17:28:46.491703,123.5,538.94
ORD-102786,CUST-948,2023-05-07 12:37:00,WH-East,East,Automotive,B2B,6.42,0.27,0.76,2.34,10.16,19.96,24,0,284,279,0.982,1,None,High,2023-05-08 08:34:31.837536,106.29,713.33
ORD-102787,CUST-898,2023-02-24 19:51:00,WH-North,North,FMCG,B2B,1.53,2.22,3.76,8.09,14.59,30.19,48,0,294,285,0.969,1,Dispatch Backlog,Medium,2023-02-26 02:02:22.530594,95.69,1078.97
ORD-102788,CUST-664,2023-06-21 12:33:00,WH-North,South,FMCG,B2B,4.68,3.47,0.68,1.95,2.88,13.67,96,0,81,80,0.988,1,Transport Issue,Low,2023-06-22 02:13:12.075940,133.73,488.57
ORD-102789,CUST-755,2023-07-03 22:47:00,WH-South,South,Apparel,B2B,1.51,2.08,1.85,2.47,1.44,9.35,48,0,498,480,0.964,1,None,Medium,2023-07-04 08:07:53.726586,164.55,334.11
ORD-102790,CUST-701,2023-07-17 18:52:00,WH-East,West,Apparel,Online,1.38,0.03,3.41,2.72,6.17,13.72,72,0,87,87,1.0,0,None,High,2023-07-18 08:35:22.188203,115.54,490.45
ORD-102791,CUST-286,2023-03-28 08:16:00,WH-South,North,FMCG,Online,0.43,0.44,2.51,1.58,0.6,5.56,96,0,402,394,0.98,1,Picking Delay,Medium,2023-03-28 13:49:32.310242,105.75,198.68
ORD-102792,CUST-886,2023-11-18 18:18:00,WH-West,East,Automotive,Retail,1.39,0.13,0.28,5.47,6.09,13.36,24,0,293,284,0.969,1,Staff Shortage,High,2023-11-19 07:39:44.344176,174.06,477.57
ORD-102793,CUST-232,2023-04-28 09:41:00,WH-West,South,Furniture,Distributor,1.93,1.52,0.82,0.61,7.18,12.06,24,0,411,398,0.968,1,Dispatch Backlog,Low,2023-04-28 21:44:44.668807,223.91,431.11
ORD-102794,CUST-543,2023-11-11 19:08:00,WH-East,North,Electronics,Online,0.06,2.54,0.51,2.43,0.56,6.1,48,0,281,271,0.964,1,Transport Issue,Medium,2023-11-12 01:14:02.202035,87.14,218.04
ORD-102795,CUST-614,2023-01-17 14:01:00,WH-North,East,Furniture,Distributor,1.47,0.21,0.61,3.84,15.82,21.95,48,0,197,193,0.98,1,Dispatch Backlog,High,2023-01-18 11:58:10.124961,87.43,784.59
ORD-102796,CUST-989,2023-03-04 03:18:00,WH-North,East,Apparel,B2B,3.8,3.28,0.54,7.03,17.78,32.43,48,0,252,242,0.96,1,Dispatch Backlog,Medium,2023-03-05 11:43:55.439453,147.67,1159.12
ORD-102797,CUST-156,2023-01-17 04:38:00,WH-South,East,Apparel,Distributor,2.85,1.46,2.1,6.46,11.59,24.46,48,0,83,78,0.94,1,Picking Delay,Medium,2023-01-18 05:05:44.939458,185.58,874.29
ORD-102798,CUST-951,2023-09-03 06:16:00,WH-South,East,Apparel,Distributor,2.52,2.11,0.72,2.13,2.88,10.36,48,0,27,26,0.963,1,Transport Issue,Medium,2023-09-03 16:37:40.101363,109.38,370.31
ORD-102799,CUST-227,2023-02-08 03:39:00,WH-South,East,FMCG,Retail,6.01,6.4,0.89,3.09,1.19,17.57,24,0,333,321,0.964,1,Dispatch Backlog,High,2023-02-08 21:13:23.794714,97.95,628.07
ORD-102800,CUST-630,2023-07-16 11:03:00,WH-North,West,Apparel,Retail,0.05,0.16,4.85,1.5,3.66,10.22,96,0,182,177,0.973,1,Picking Delay,Low,2023-07-16 21:16:16.687269,214.96,365.31
ORD-102801,CUST-256,2023-08-04 08:03:00,WH-East,East,Automotive,Retail,2.04,4.17,0.07,1.89,2.29,10.46,24,0,135,134,0.993,1,Dispatch Backlog,Medium,2023-08-04 18:30:30.567277,146.94,373.79
ORD-102802,CUST-411,2023-11-03 23:13:00,WH-South,West,Apparel,Retail,3.87,0.24,0.8,7.1,0.97,12.99,96,0,90,88,0.978,1,None,Low,2023-11-04 12:12:11.492485,112.18,464.14
ORD-102803,CUST-268,2023-11-21 17:41:00,WH-North,East,Furniture,Distributor,1.95,0.9,1.78,8.01,2.31,14.95,24,0,206,203,0.985,1,Transport Issue,Medium,2023-11-22 08:38:17.037840,292.05,534.48
ORD-102804,CUST-265,2023-02-26 18:11:00,WH-North,East,Apparel,Distributor,0.98,3.43,0.2,6.77,4.58,15.96,24,0,27,24,0.889,1,Dispatch Backlog,Medium,2023-02-27 10:08:35.690573,190.42,570.41
ORD-102805,CUST-430,2023-07-29 16:29:00,WH-West,East,Automotive,Retail,0.37,4.26,1.13,0.45,0.31,6.52,24,0,378,369,0.976,1,None,High,2023-07-29 23:00:02.826996,141.42,232.93
ORD-102806,CUST-826,2023-12-10 10:34:00,WH-West,East,Apparel,Retail,5.46,1.27,0.33,5.69,1.7,14.46,96,0,59,57,0.966,1,Transport Issue,Medium,2023-12-11 01:01:32.992797,207.73,516.77
ORD-102807,CUST-330,2023-10-06 16:00:00,WH-North,West,FMCG,Retail,1.59,1.62,2.42,8.89,0.08,14.6,24,0,72,71,0.986,1,Picking Delay,Medium,2023-10-07 06:36:15.572625,95.18,521.96
ORD-102808,CUST-454,2023-12-01 08:14:00,WH-East,North,FMCG,B2B,5.26,2.22,0.48,1.34,5.81,15.11,48,0,415,401,0.966,1,Dispatch Backlog,High,2023-12-01 23:20:44.972631,127.86,540.12
ORD-102809,CUST-631,2023-07-07 02:21:00,WH-East,South,Electronics,Distributor,2.2,3.22,0.48,2.19,4.3,12.39,72,0,227,222,0.978,1,Picking Delay,Medium,2023-07-07 14:44:38.990474,119.82,442.97
ORD-102810,CUST-390,2023-10-10 18:44:00,WH-East,West,Apparel,Online,2.8,0.23,1.09,4.53,0.27,8.93,72,0,91,87,0.956,1,Transport Issue,Medium,2023-10-11 03:39:58.292505,133.64,319.26
ORD-102811,CUST-966,2023-03-17 19:00:00,WH-South,West,Furniture,Online,4.08,2.99,0.24,2.48,14.05,23.84,48,0,68,68,1.0,0,None,High,2023-03-18 18:50:11.952632,246.67,851.92
ORD-102812,CUST-180,2023-08-01 16:44:00,WH-East,West,Automotive,Online,2.69,1.18,0.4,15.1,0.1,19.47,96,0,362,347,0.959,1,Dispatch Backlog,Medium,2023-08-02 12:12:15.811564,268.45,695.89
ORD-102813,CUST-356,2023-05-09 09:46:00,WH-South,North,Furniture,B2B,1.27,1.08,0.65,1.82,3.74,8.56,72,0,260,249,0.958,1,Dispatch Backlog,Low,2023-05-09 18:19:46.768932,159.48,306.04
ORD-102814,CUST-301,2023-11-11 06:59:00,WH-East,South,Apparel,Retail,1.8,0.99,0.52,3.75,6.29,13.36,48,0,146,141,0.966,1,Dispatch Backlog,Medium,2023-11-11 20:20:48.787923,121.64,477.61
ORD-102815,CUST-750,2023-12-08 17:47:00,WH-East,North,Furniture,Retail,4.06,1.28,0.89,4.72,6.51,17.47,48,0,63,63,1.0,0,Inventory Shortage,Medium,2023-12-09 11:15:05.364986,103.37,624.31
ORD-102816,CUST-664,2023-01-27 17:58:00,WH-South,South,Electronics,B2B,1.17,5.22,1.1,2.04,0.15,9.68,96,0,343,335,0.977,1,Transport Issue,Low,2023-01-28 03:38:52.593921,253.27,346.01
ORD-102817,CUST-381,2023-06-16 16:28:00,WH-East,South,Furniture,Distributor,1.23,1.43,1.0,5.83,9.95,19.45,96,0,480,462,0.962,1,Transport Issue,Critical,2023-06-17 11:54:43.485403,177.34,694.98
ORD-102818,CUST-228,2023-03-23 11:07:00,WH-North,South,Automotive,B2B,0.25,5.51,1.27,2.37,10.53,19.93,48,0,460,450,0.978,1,Picking Delay,Medium,2023-03-24 07:03:01.223971,116.15,712.43
ORD-102819,CUST-740,2023-11-06 01:06:00,WH-East,North,Electronics,Retail,6.15,0.36,0.44,1.59,3.46,12.0,72,0,180,177,0.983,1,Staff Shortage,High,2023-11-06 13:06:08.999529,119.24,428.97
ORD-102820,CUST-410,2023-02-07 08:58:00,WH-North,South,Furniture,Distributor,0.24,2.32,0.16,0.34,2.76,5.82,48,0,468,454,0.97,1,Picking Delay,Low,2023-02-07 14:47:28.454964,156.98,208.17
ORD-102821,CUST-729,2023-07-20 13:07:00,WH-West,East,Automotive,Online,2.61,3.01,1.72,1.5,0.19,9.03,48,0,111,109,0.982,1,None,High,2023-07-20 22:08:53.634921,94.55,322.79
ORD-102822,CUST-646,2023-09-12 18:34:00,WH-North,West,Furniture,Online,1.33,2.05,2.28,3.97,3.47,13.1,24,0,191,187,0.979,1,Dispatch Backlog,High,2023-09-13 07:40:01.509498,137.82,468.21
ORD-102823,CUST-195,2023-03-23 04:13:00,WH-West,South,FMCG,Retail,1.3,1.68,0.36,7.63,2.21,13.18,24,0,429,416,0.97,1,Transport Issue,High,2023-03-23 17:23:30.986813,114.49,470.88
ORD-102824,CUST-614,2023-08-08 03:38:00,WH-North,West,Furniture,Retail,2.85,1.5,0.63,0.87,6.22,12.06,72,0,396,385,0.972,1,Picking Delay,Medium,2023-08-08 15:41:49.972496,210.19,431.16
ORD-102825,CUST-756,2023-07-23 01:42:00,WH-South,North,FMCG,Distributor,0.17,3.55,0.83,1.32,2.17,8.04,48,0,392,384,0.98,1,Inventory Shortage,Medium,2023-07-23 09:44:32.394821,154.68,287.43
ORD-102826,CUST-272,2023-07-25 21:30:00,WH-North,North,Apparel,Retail,2.25,3.1,0.91,0.5,4.83,11.6,24,0,246,239,0.972,1,Staff Shortage,Medium,2023-07-26 09:06:13.972933,122.97,414.72
ORD-102827,CUST-706,2023-10-06 15:19:00,WH-East,East,Electronics,Distributor,3.7,0.23,1.29,3.52,0.45,9.19,48,0,278,271,0.975,1,Dispatch Backlog,High,2023-10-07 00:30:36.878614,110.92,328.58
ORD-102828,CUST-694,2023-06-15 22:03:00,WH-West,South,Electronics,Retail,4.4,3.4,0.05,9.67,0.6,18.12,48,0,347,335,0.965,1,None,High,2023-06-16 16:10:21.561484,284.88,647.7
ORD-102829,CUST-257,2023-03-29 00:06:00,WH-East,West,FMCG,Retail,0.47,0.96,1.53,3.07,0.63,6.67,96,0,425,417,0.981,1,Transport Issue,Low,2023-03-29 06:46:06.466996,259.6,238.33
ORD-102830,CUST-275,2023-07-04 11:41:00,WH-East,West,Automotive,Retail,5.69,0.53,0.08,2.88,0.2,9.37,72,0,372,360,0.968,1,None,High,2023-07-04 21:03:18.140216,82.52,334.94
ORD-102831,CUST-774,2023-05-13 11:49:00,WH-East,West,Apparel,B2B,2.67,3.67,0.76,2.42,3.27,12.79,48,0,297,289,0.973,1,None,High,2023-05-14 00:36:18.523097,269.78,457.06
ORD-102832,CUST-739,2023-10-25 05:59:00,WH-South,North,Automotive,Retail,5.34,1.02,2.11,0.28,6.63,15.38,96,0,337,328,0.973,1,Dispatch Backlog,Medium,2023-10-25 21:21:49.880116,108.09,549.7
ORD-102833,CUST-837,2023-12-25 17:01:00,WH-South,South,Automotive,Retail,1.66,2.97,0.72,3.92,3.96,13.24,48,0,123,121,0.984,1,Transport Issue,Low,2023-12-26 06:15:09.461522,166.68,473.05
ORD-102834,CUST-719,2023-03-15 14:29:00,WH-East,East,Apparel,Online,1.95,0.55,0.19,2.76,3.59,9.05,72,0,57,57,1.0,0,Staff Shortage,High,2023-03-15 23:32:14.609014,157.48,323.59
ORD-102835,CUST-445,2023-04-18 16:03:00,WH-North,East,Apparel,Online,6.28,0.01,5.04,3.25,4.79,19.38,96,0,160,153,0.956,1,Inventory Shortage,Medium,2023-04-19 11:25:37.916994,103.6,692.54
ORD-102836,CUST-962,2023-11-23 08:30:00,WH-West,North,Furniture,Distributor,5.75,1.23,2.64,6.87,1.74,18.24,48,0,127,124,0.976,1,Staff Shortage,High,2023-11-24 02:44:30.340138,196.58,651.96
ORD-102837,CUST-677,2023-09-09 22:38:00,WH-North,South,Automotive,Retail,1.49,0.19,1.77,4.6,1.89,9.93,72,0,225,217,0.964,1,Transport Issue,High,2023-09-10 08:33:51.498885,111.93,354.93
ORD-102838,CUST-142,2023-04-29 01:05:00,WH-South,East,Electronics,Online,0.8,2.53,0.64,4.55,1.58,10.1,48,0,95,89,0.937,1,Transport Issue,Low,2023-04-29 11:11:16.984643,156.85,361.14
ORD-102839,CUST-945,2023-02-14 18:33:00,WH-West,East,Electronics,B2B,1.25,0.58,0.24,7.86,5.23,15.16,48,0,311,301,0.968,1,Picking Delay,Medium,2023-02-15 09:42:47.694887,326.1,541.93
ORD-102840,CUST-984,2023-02-13 14:13:00,WH-North,North,Automotive,Distributor,1.23,1.06,3.4,13.8,0.74,20.22,48,0,6,6,1.0,0,Transport Issue,Medium,2023-02-14 10:26:23.633487,134.85,722.78
ORD-102841,CUST-129,2023-11-22 17:36:00,WH-West,West,Electronics,Distributor,0.85,0.16,0.91,2.61,0.06,4.59,96,0,423,413,0.976,1,Inventory Shortage,High,2023-11-22 22:11:16.467808,143.83,163.97
ORD-102842,CUST-183,2023-01-03 21:21:00,WH-North,East,Apparel,B2B,0.78,0.61,2.3,0.35,3.81,7.84,48,0,265,253,0.955,1,Staff Shortage,Low,2023-01-04 05:11:23.977475,141.38,280.2
ORD-102843,CUST-146,2023-03-15 18:02:00,WH-East,North,FMCG,B2B,4.93,2.74,0.5,1.84,11.99,22.0,96,0,234,226,0.966,1,Dispatch Backlog,Low,2023-03-16 16:02:16.490933,116.45,786.44
ORD-102844,CUST-756,2023-11-28 15:16:00,WH-West,East,Electronics,Online,0.18,0.3,0.49,4.65,3.95,9.56,96,0,288,278,0.965,1,Inventory Shortage,High,2023-11-29 00:49:47.845043,90.74,341.79
ORD-102845,CUST-889,2023-01-07 12:55:00,WH-South,East,Apparel,Online,2.83,1.88,5.08,0.08,6.42,16.29,48,0,420,408,0.971,1,None,Low,2023-01-08 05:12:19.118052,135.41,582.15
ORD-102846,CUST-690,2023-11-18 03:09:00,WH-South,North,Apparel,Online,0.47,4.49,0.89,0.18,4.69,10.72,48,0,384,369,0.961,1,Transport Issue,Medium,2023-11-18 13:52:00.312885,97.76,383.02
ORD-102847,CUST-371,2023-08-19 23:16:00,WH-East,North,Furniture,Online,1.06,2.05,0.18,0.21,2.89,6.39,48,0,16,15,0.938,1,None,Medium,2023-08-20 05:39:10.447884,186.37,228.24
ORD-102848,CUST-766,2023-02-21 05:18:00,WH-West,South,Apparel,Online,0.16,3.0,0.3,3.94,5.32,12.72,48,0,140,137,0.979,1,Dispatch Backlog,Medium,2023-02-21 18:01:02.682225,135.9,454.52
ORD-102849,CUST-315,2023-11-21 09:08:00,WH-South,East,Apparel,Retail,0.79,0.21,0.79,2.09,7.3,11.17,24,0,297,287,0.966,1,Transport Issue,Medium,2023-11-21 20:18:08.580577,260.47,399.18
ORD-102850,CUST-885,2023-08-07 12:18:00,WH-North,West,Electronics,Retail,3.66,0.52,0.05,1.38,1.07,6.68,96,0,195,190,0.974,1,Transport Issue,Medium,2023-08-07 18:58:43.344260,126.98,238.7
ORD-102851,CUST-685,2023-10-04 23:37:00,WH-North,West,Furniture,B2B,5.41,4.05,0.75,0.33,1.72,12.26,72,0,186,185,0.995,1,Transport Issue,Critical,2023-10-05 11:52:24.760038,144.93,438.06
ORD-102852,CUST-526,2023-01-04 23:58:00,WH-South,South,Furniture,Distributor,0.63,2.26,0.65,3.95,1.06,8.55,48,0,475,458,0.964,1,Picking Delay,Low,2023-01-05 08:31:15.570639,147.39,305.73
ORD-102853,CUST-732,2023-09-16 03:56:00,WH-West,South,Electronics,Retail,1.56,1.84,1.81,1.16,2.53,8.9,48,0,475,465,0.979,1,Inventory Shortage,Medium,2023-09-16 12:49:45.807266,218.86,317.94
ORD-102854,CUST-754,2023-12-23 07:47:00,WH-West,North,Furniture,Distributor,1.59,1.96,0.53,0.92,9.09,14.09,24,0,393,381,0.969,1,None,Medium,2023-12-23 21:52:16.532358,142.91,503.5
ORD-102855,CUST-131,2023-11-06 02:30:00,WH-North,West,Apparel,B2B,5.17,0.96,4.86,3.17,1.78,15.94,48,0,125,122,0.976,1,Dispatch Backlog,Medium,2023-11-06 18:26:19.422628,129.34,569.65
ORD-102856,CUST-609,2023-02-25 11:24:00,WH-East,East,Electronics,B2B,3.6,0.08,0.24,2.46,1.97,8.35,96,0,17,17,1.0,0,None,Medium,2023-02-25 19:44:42.254178,122.69,298.25
ORD-102857,CUST-742,2023-10-23 12:03:00,WH-East,North,Electronics,B2B,1.8,2.76,1.07,1.35,8.27,15.25,72,0,366,355,0.97,1,Inventory Shortage,Low,2023-10-24 03:18:10.667127,118.33,545.14
