driver_id,trip_id,overspeed_events,harsh_brake_events,rapid_accel_events,idling_minutes,night_driving_minutes,distraction_score,safety_score,seatbelt_violation_count,camera_distraction_alerts,sharp_turn_events,avg_following_distance_meters,traffic_signal_violations,fatigue_alerts,driving_hours_this_week,eco_score,risk_category
DR_256,TRIP_9061,5,1,5,1,42,0.89,86,3,4,1,16.51,1,3,23,99.35,Medium
DR_234,TRIP_9062,6,7,5,37,53,0.31,70,1,3,2,12.94,2,3,51,52.6,Medium
DR_91,TRIP_9063,5,4,0,39,7,0.8,80,0,5,6,34.22,4,1,35,78.23,Low
DR_142,TRIP_9064,5,0,6,1,56,0.74,86,0,3,0,14.7,0,1,37,88.61,Medium
DR_63,TRIP_9065,5,4,0,25,65,0.55,83,2,2,4,11.92,2,3,10,64.82,High
DR_15,TRIP_9066,3,2,6,25,53,0.6,82,2,1,2,29.74,1,1,42,88.82,High
DR_179,TRIP_9067,9,7,0,9,18,0.75,77,2,5,0,39.57,2,3,49,81.18,Low
DR_214,TRIP_9068,8,7,2,29,29,0.2,72,1,3,1,28.34,2,3,58,83.84,Low
DR_157,TRIP_9069,0,1,6,38,5,0.21,85,3,0,0,20.32,4,2,10,96.11,Medium
DR_148,TRIP_9070,7,3,4,21,18,0.58,78,0,0,4,39.85,4,0,22,89.84,High
DR_166,TRIP_9071,2,1,4,38,7,0.14,84,1,4,1,26.51,1,3,41,57.27,High
DR_4,TRIP_9072,3,8,2,15,29,0.39,81,3,0,6,30.69,4,3,34,53.22,High
DR_133,TRIP_9073,10,5,4,33,85,0.48,68,0,4,3,37.61,0,3,23,70.82,High
DR_99,TRIP_9074,6,4,2,12,56,0.19,82,1,1,2,24.82,2,1,62,81.58,High
DR_134,TRIP_9075,2,6,6,3,66,0.89,83,2,2,6,33.62,2,0,14,88.89,High
DR_272,TRIP_9076,10,0,3,33,91,0.24,76,3,2,1,18.47,3,0,36,59.23,Medium
DR_137,TRIP_9077,3,4,5,5,98,0.68,85,2,1,2,15.29,1,2,46,62.2,Medium
DR_178,TRIP_9078,6,4,1,9,46,0.87,84,3,4,3,18.76,2,3,31,53.55,Medium
DR_298,TRIP_9079,10,2,2,17,56,0.43,77,2,3,3,21.43,3,0,64,86.42,Medium
DR_19,TRIP_9080,2,2,6,14,114,0.83,86,0,5,5,32.4,3,0,53,80.7,Low
DR_124,TRIP_9081,4,7,5,40,2,0.86,73,3,3,5,12.79,4,2,70,96.96,High
DR_170,TRIP_9082,0,0,2,29,23,0.13,92,2,4,1,32.17,4,1,29,61.55,Low
DR_108,TRIP_9083,7,8,4,16,58,0.77,73,3,2,5,13.43,0,2,19,76.38,Low
DR_127,TRIP_9084,9,5,2,26,47,0.59,74,0,2,1,37.78,4,3,42,52.27,Low
DR_177,TRIP_9085,4,7,0,16,87,0.31,83,2,1,0,34.02,3,0,19,55.89,Medium
DR_23,TRIP_9086,0,5,3,31,26,0.73,85,1,2,6,23.49,4,0,54,54.54,High
DR_67,TRIP_9087,5,7,3,4,49,0.67,80,3,2,4,23.36,0,0,25,60.01,Low
DR_112,TRIP_9088,9,7,1,12,87,0.72,75,0,2,6,15.43,4,0,60,52.93,Medium
DR_33,TRIP_9089,10,0,5,4,50,0.89,79,2,4,0,7.74,4,1,54,95.86,Low
DR_90,TRIP_9090,0,4,0,5,23,0.86,95,0,5,0,26.9,1,3,28,66.67,Low
DR_241,TRIP_9091,6,1,3,11,111,0.27,85,0,2,5,5.34,0,1,39,91.69,High
DR_32,TRIP_9092,0,2,0,17,115,0.15,95,1,4,0,28.9,4,0,49,89.53,Low
DR_1,TRIP_9093,5,6,1,24,13,0.39,80,1,1,4,15.34,3,3,37,75.27,Medium
DR_80,TRIP_9094,2,8,4,24,67,0.57,79,3,5,5,10.19,4,2,24,59.44,High
DR_198,TRIP_9095,3,0,5,21,71,0.46,86,1,0,0,18.68,1,0,15,99.45,Medium
DR_62,TRIP_9096,3,3,1,36,82,0.12,84,3,3,3,24.51,2,1,70,61.66,Low
DR_53,TRIP_9097,9,6,2,40,14,0.62,70,0,4,3,39.06,3,3,18,99.71,Low
DR_222,TRIP_9098,1,1,1,30,67,0.7,91,0,3,1,18.72,3,3,55,65.28,Low
DR_100,TRIP_9099,5,0,3,19,13,0.35,86,2,3,2,6.29,1,3,22,72.14,Medium
DR_156,TRIP_9100,3,6,2,16,41,0.46,83,3,1,4,6.53,2,3,29,93.43,High
DR_260,TRIP_9101,1,1,0,36,68,0.46,91,1,1,5,28.74,0,0,27,96.71,Low
DR_49,TRIP_9102,7,4,6,33,75,0.25,72,0,0,2,23.73,2,0,54,72.97,Low
DR_258,TRIP_9103,6,7,2,24,65,0.58,76,1,5,3,23.6,0,2,22,61.01,High
DR_216,TRIP_9104,1,3,1,40,102,0.4,86,1,2,6,37.27,1,0,48,87.23,Medium
DR_179,TRIP_9105,3,0,2,10,87,0.21,92,0,3,0,28.11,1,1,46,81.25,Low
DR_156,TRIP_9106,5,1,4,18,72,0.51,84,2,2,3,39.64,0,1,63,74.15,Medium
DR_122,TRIP_9107,1,7,0,10,6,0.39,89,0,1,0,28.45,3,3,33,88.64,Low
DR_161,TRIP_9108,7,6,0,21,29,0.74,79,1,4,3,9.48,0,3,65,93.04,Low
DR_159,TRIP_9109,10,1,1,9,12,0.67,81,3,2,4,38.31,1,0,34,63.56,High
DR_113,TRIP_9110,1,7,6,26,59,0.64,79,1,5,4,24.97,1,0,36,85.37,High
DR_193,TRIP_9111,1,2,2,0,59,0.86,94,3,5,4,27.96,1,0,27,91.35,Low
DR_159,TRIP_9112,9,6,3,35,3,0.6,69,1,4,0,20.93,0,1,46,98.22,High
DR_291,TRIP_9113,10,1,3,14,13,0.56,78,1,5,3,17.67,3,2,42,55.32,Medium
DR_60,TRIP_9114,9,6,4,33,25,0.6,69,2,0,2,24.59,3,0,43,72.82,Medium
DR_250,TRIP_9115,2,8,1,40,30,0.21,79,2,5,5,14.73,2,1,21,90.79,Low
DR_44,TRIP_9116,6,1,1,32,59,0.73,83,3,2,2,9.51,3,3,53,94.1,Medium
DR_290,TRIP_9117,9,5,2,36,49,0.4,72,0,5,2,18.23,3,0,33,62.29,Medium
DR_264,TRIP_9118,1,5,4,25,75,0.58,84,0,1,4,29.58,3,1,55,74.18,High
DR_262,TRIP_9119,7,1,1,16,99,0.35,84,1,4,5,34.0,1,0,41,97.45,Low
DR_40,TRIP_9120,3,5,5,34,32,0.36,78,2,1,1,37.23,0,2,54,85.38,High
DR_258,TRIP_9121,7,5,0,2,32,0.11,84,0,1,3,33.19,0,0,42,83.75,High
DR_82,TRIP_9122,9,6,3,34,56,0.83,70,2,2,4,35.52,1,3,69,62.34,High
DR_10,TRIP_9123,2,0,3,22,64,0.45,90,2,1,0,38.32,1,2,56,79.81,Low
DR_30,TRIP_9124,4,6,2,10,19,0.71,83,3,4,2,36.69,4,3,22,70.3,Medium
DR_280,TRIP_9125,2,2,2,10,108,0.54,91,2,4,3,6.84,2,3,58,81.11,Low
DR_198,TRIP_9126,7,2,3,31,86,0.4,78,2,1,5,20.58,4,1,45,55.85,High
DR_154,TRIP_9127,10,8,5,15,85,0.82,67,2,2,0,9.76,3,1,67,68.3,High
DR_43,TRIP_9128,0,2,2,1,84,0.81,96,2,0,0,30.98,0,3,57,79.88,Low
DR_12,TRIP_9129,6,2,6,28,71,0.83,77,1,0,3,25.0,2,0,45,98.58,Low
DR_15,TRIP_9130,7,4,5,25,62,0.32,75,2,0,1,17.6,3,0,13,55.59,Low
DR_109,TRIP_9131,2,8,5,10,1,0.57,80,2,4,2,6.3,2,0,26,53.04,Medium
DR_154,TRIP_9132,9,6,0,9,1,0.44,78,1,1,1,19.43,3,2,12,58.24,Low
DR_170,TRIP_9133,7,7,1,34,32,0.13,74,2,0,0,8.65,4,0,15,60.53,High
DR_81,TRIP_9134,2,3,2,1,72,0.74,91,1,1,0,20.25,2,1,70,99.17,High
DR_216,TRIP_9135,3,4,0,26,61,0.87,86,0,4,6,26.7,4,2,49,97.43,Medium
DR_291,TRIP_9136,1,6,3,30,113,0.47,82,1,2,1,14.88,3,1,24,72.87,Medium
DR_297,TRIP_9137,6,6,1,2,85,0.21,83,1,4,5,16.0,4,1,41,67.24,Low
DR_216,TRIP_9138,5,7,4,34,69,0.71,73,2,2,5,32.1,4,2,48,79.76,High
DR_20,TRIP_9139,9,8,1,20,103,0.24,72,1,2,4,19.16,0,2,67,87.76,High
DR_136,TRIP_9140,0,8,1,32,21,0.78,83,3,3,4,14.29,1,3,57,65.57,Low
DR_16,TRIP_9141,7,3,2,17,37,0.87,81,0,5,2,33.07,1,3,18,65.5,Low
DR_240,TRIP_9142,6,4,4,12,27,0.59,80,2,4,5,25.76,3,0,58,50.17,High
DR_179,TRIP_9143,0,8,5,6,57,0.4,84,2,5,5,5.73,4,2,36,61.57,Medium
DR_85,TRIP_9144,3,0,4,24,81,0.26,87,3,4,0,12.51,4,2,48,62.28,Medium
DR_198,TRIP_9145,9,7,4,0,12,0.53,74,1,0,5,22.44,1,2,57,58.08,Medium
DR_216,TRIP_9146,7,8,1,13,51,0.4,77,0,2,3,26.32,4,2,45,89.37,Low
DR_185,TRIP_9147,9,4,5,28,25,0.4,71,2,5,5,18.49,2,0,31,94.85,Low
DR_261,TRIP_9148,3,3,1,39,19,0.48,83,3,4,2,16.96,0,1,21,98.49,Medium
DR_104,TRIP_9149,9,0,2,2,59,0.48,84,3,2,6,22.11,4,2,37,94.33,Low
DR_249,TRIP_9150,3,3,6,16,59,0.42,83,2,5,1,11.27,2,0,45,68.92,Medium
DR_262,TRIP_9151,4,8,1,27,87,0.69,78,2,2,1,15.39,3,3,23,94.82,Medium
DR_282,TRIP_9152,1,2,5,17,70,0.64,88,0,1,2,35.35,1,3,10,66.4,High
DR_15,TRIP_9153,1,3,4,18,94,0.55,87,1,3,3,28.78,3,2,36,99.26,High
DR_128,TRIP_9154,6,1,2,25,96,0.72,83,0,3,2,38.11,1,1,67,73.82,High
DR_180,TRIP_9155,8,0,5,19,58,0.77,79,1,0,6,31.8,3,0,68,63.77,High
DR_53,TRIP_9156,6,4,4,36,64,0.85,75,1,3,3,31.99,0,0,25,87.0,High
DR_55,TRIP_9157,4,0,0,26,47,0.81,89,2,2,4,23.68,3,0,32,92.99,High
DR_263,TRIP_9158,7,0,2,12,111,0.46,85,0,0,2,37.64,2,1,65,53.38,Low
DR_249,TRIP_9159,6,5,1,2,32,0.33,84,2,3,5,21.68,0,0,23,58.04,Low
DR_195,TRIP_9160,4,2,0,40,80,0.8,84,2,0,4,10.06,4,3,14,56.54,Low
DR_270,TRIP_9161,9,8,1,34,113,0.26,69,0,5,0,18.74,0,0,16,96.91,Medium
DR_63,TRIP_9162,7,8,0,39,108,0.37,73,2,5,0,16.97,3,0,24,75.92,Low
DR_52,TRIP_9163,8,8,6,24,76,0.67,67,1,1,5,18.44,3,0,15,79.25,Low
DR_33,TRIP_9164,1,3,1,12,115,0.18,92,3,2,6,23.45,1,3,56,68.07,Medium
DR_25,TRIP_9165,1,7,1,40,79,0.4,81,1,1,6,39.69,3,0,40,72.82,High
DR_4,TRIP_9166,9,4,3,23,18,0.83,74,0,1,1,6.69,1,2,19,67.16,Medium
DR_206,TRIP_9167,0,6,1,7,3,0.25,91,0,4,5,35.33,3,3,32,62.78,High
DR_118,TRIP_9168,8,0,6,2,103,0.86,81,3,5,6,24.09,3,2,69,91.07,Low
DR_18,TRIP_9169,9,1,0,40,36,0.64,78,1,5,3,7.48,4,2,53,71.94,Low
DR_105,TRIP_9170,7,2,2,13,77,0.79,83,2,5,0,15.94,2,1,55,76.17,Medium
DR_257,TRIP_9171,5,1,2,11,7,0.65,87,1,4,1,19.81,3,0,27,87.18,High
DR_247,TRIP_9172,9,2,2,33,18,0.23,76,1,1,0,38.05,0,3,57,56.43,Low
DR_169,TRIP_9173,5,1,5,10,112,0.86,84,1,3,5,32.52,0,3,28,88.68,High
DR_91,TRIP_9174,10,7,1,0,17,0.56,76,1,4,5,39.78,0,1,62,80.37,Low
DR_267,TRIP_9175,9,5,5,17,23,0.63,72,2,3,1,16.24,4,3,22,80.75,Medium
DR_233,TRIP_9176,0,0,0,4,111,0.84,100,0,3,3,39.87,4,0,69,72.16,Low
DR_146,TRIP_9177,5,6,4,33,23,0.39,75,3,1,1,6.99,4,0,34,56.79,Medium
DR_55,TRIP_9178,0,3,3,14,29,0.41,91,0,2,3,13.23,3,2,65,83.25,Low
DR_75,TRIP_9179,9,0,4,28,16,0.18,77,1,1,1,17.13,0,1,30,64.06,High
DR_234,TRIP_9180,4,5,1,2,1,0.13,87,2,2,1,27.93,4,1,65,63.39,High
DR_11,TRIP_9181,3,6,5,29,13,0.62,77,0,1,3,31.78,4,3,22,82.03,Low
DR_184,TRIP_9182,10,7,2,24,93,0.87,70,2,2,0,7.17,4,2,68,73.82,High
DR_202,TRIP_9183,9,7,0,2,26,0.11,78,1,5,2,13.19,4,1,29,83.23,High
DR_40,TRIP_9184,1,8,3,24,22,0.14,81,3,1,6,18.58,1,0,56,93.8,Low
DR_153,TRIP_9185,3,7,2,3,5,0.24,85,1,3,1,36.88,2,1,52,61.72,High
DR_133,TRIP_9186,6,0,5,2,44,0.36,86,2,0,0,17.29,4,2,51,74.35,Low
DR_101,TRIP_9187,4,0,4,17,54,0.43,87,3,4,1,28.79,0,3,41,63.45,High
DR_283,TRIP_9188,6,8,1,2,108,0.67,80,2,1,6,32.37,4,1,44,65.84,High
DR_48,TRIP_9189,7,1,1,13,83,0.8,85,0,0,6,27.52,2,0,70,51.19,High
DR_201,TRIP_9190,3,2,1,31,84,0.76,86,0,0,3,13.66,3,1,34,72.86,High
DR_164,TRIP_9191,2,6,3,6,105,0.64,86,2,3,4,29.6,3,0,45,83.32,Medium
DR_253,TRIP_9192,8,7,6,30,14,0.85,67,0,5,3,39.27,2,3,58,89.74,High
DR_127,TRIP_9193,6,6,5,20,50,0.64,75,3,0,0,23.84,0,2,25,95.68,Medium
DR_201,TRIP_9194,9,6,3,7,60,0.68,75,1,1,4,19.94,0,0,55,61.39,Medium
DR_234,TRIP_9195,0,5,2,0,73,0.87,92,0,0,5,14.69,0,2,37,93.92,Low
DR_10,TRIP_9196,5,1,2,3,109,0.49,89,3,5,2,18.78,2,1,52,66.75,Medium
DR_227,TRIP_9197,0,1,6,17,5,0.37,89,0,3,0,35.63,1,0,51,55.28,Low
DR_270,TRIP_9198,3,0,5,24,116,0.29,86,2,5,4,20.02,4,0,60,61.6,Low
DR_66,TRIP_9199,3,2,1,32,54,0.47,86,2,5,3,19.12,2,1,69,52.99,High
DR_288,TRIP_9200,1,7,4,26,59,0.23,81,0,4,2,33.24,2,1,47,58.94,Low
DR_61,TRIP_9201,4,8,2,7,56,0.21,81,2,2,0,7.59,1,2,58,70.24,Low
DR_99,TRIP_9202,1,6,2,20,109,0.2,86,0,5,3,33.05,0,1,57,97.43,High
DR_75,TRIP_9203,4,6,5,4,57,0.62,81,2,2,2,5.13,3,1,24,57.96,Low
DR_186,TRIP_9204,7,6,5,17,19,0.51,74,1,0,6,36.87,1,3,36,95.18,Medium
DR_45,TRIP_9205,4,6,3,35,36,0.52,77,0,3,1,15.18,0,0,13,54.58,High
DR_233,TRIP_9206,8,1,5,30,16,0.3,76,3,1,0,36.39,3,0,48,52.23,Medium
DR_289,TRIP_9207,6,8,6,9,18,0.87,73,2,5,5,22.33,3,2,38,86.12,High
DR_167,TRIP_9208,9,0,4,18,103,0.28,79,1,0,4,6.31,3,2,43,86.6,Medium
DR_94,TRIP_9209,5,0,0,27,69,0.34,88,0,5,0,30.74,2,1,61,82.78,High
DR_26,TRIP_9210,5,0,1,10,9,0.36,90,0,5,2,38.08,0,2,30,56.92,High
DR_95,TRIP_9211,10,0,6,11,84,0.53,77,3,3,2,33.85,2,0,65,75.28,Medium
DR_247,TRIP_9212,0,7,6,28,45,0.71,80,0,0,5,6.32,0,1,56,65.11,High
DR_36,TRIP_9213,7,6,1,26,111,0.75,76,1,4,0,23.71,2,1,67,71.28,Low
DR_295,TRIP_9214,2,4,0,16,83,0.79,89,3,0,6,12.32,1,2,27,89.33,High
DR_180,TRIP_9215,9,7,6,14,90,0.83,69,0,2,1,7.0,2,2,61,76.35,Low
DR_7,TRIP_9216,3,6,1,31,68,0.42,81,3,1,5,11.83,4,1,32,52.12,Low
DR_221,TRIP_9217,4,4,3,37,40,0.7,79,2,2,3,11.19,0,0,18,67.51,High
DR_67,TRIP_9218,10,3,5,18,94,0.38,73,3,1,2,17.59,1,3,59,71.73,Low
DR_112,TRIP_9219,3,3,2,4,18,0.81,89,3,0,2,7.49,4,3,30,75.8,Low
DR_238,TRIP_9220,9,1,0,14,85,0.39,83,2,4,1,29.21,1,0,41,69.11,Low
DR_62,TRIP_9221,6,6,4,36,34,0.87,73,2,3,3,39.63,3,2,51,90.97,Low
DR_147,TRIP_9222,2,7,3,36,67,0.52,79,1,2,4,22.27,1,0,29,78.53,Low
DR_133,TRIP_9223,5,8,4,36,51,0.16,72,3,1,2,10.88,2,2,52,73.53,Low
DR_14,TRIP_9224,2,2,3,34,10,0.44,85,0,4,6,8.75,2,1,37,92.86,High
DR_86,TRIP_9225,9,8,1,29,87,0.58,70,0,3,4,32.87,3,2,56,63.69,Low
DR_113,TRIP_9226,1,0,5,19,24,0.85,90,2,1,1,23.65,4,1,33,99.21,Low
DR_209,TRIP_9227,6,5,1,20,69,0.5,80,0,3,1,29.31,2,2,31,95.86,Medium
DR_137,TRIP_9228,4,3,5,11,106,0.45,83,1,5,0,26.27,4,3,46,50.25,High
DR_6,TRIP_9229,4,4,6,29,55,0.73,77,1,5,1,22.78,2,0,68,90.23,Low
DR_154,TRIP_9230,7,6,4,3,108,0.44,78,0,5,4,20.23,4,2,18,66.23,Low
DR_150,TRIP_9231,4,2,1,12,106,0.87,89,0,3,3,13.36,3,2,23,58.7,High
DR_60,TRIP_9232,0,4,6,4,53,0.25,88,0,3,3,10.28,3,2,66,96.39,High
DR_32,TRIP_9233,3,2,2,15,50,0.14,88,2,5,1,13.67,0,2,55,59.77,Low
DR_24,TRIP_9234,1,7,6,13,81,0.86,81,3,3,2,27.29,0,2,10,70.2,High
DR_90,TRIP_9235,9,8,6,33,16,0.22,64,3,3,0,24.07,2,3,10,54.62,Low
DR_153,TRIP_9236,8,7,3,1,41,0.48,77,0,5,0,32.12,1,1,18,95.87,Low
DR_158,TRIP_9237,5,1,6,30,13,0.52,79,2,5,4,11.3,2,3,39,96.48,Low
DR_292,TRIP_9238,8,3,2,1,49,0.43,82,2,0,2,10.03,3,0,56,52.24,High
DR_50,TRIP_9239,9,2,4,31,48,0.44,74,2,4,4,31.79,4,3,29,98.43,Low
DR_189,TRIP_9240,9,5,3,15,66,0.7,75,3,5,3,17.37,4,3,59,66.37,Low
DR_44,TRIP_9241,9,5,6,16,18,0.79,71,3,4,4,24.32,1,2,24,67.98,High
DR_110,TRIP_9242,9,1,6,40,101,0.37,71,3,4,0,32.52,4,3,17,65.37,Low
DR_130,TRIP_9243,3,8,0,30,90,0.39,80,2,3,2,11.77,2,3,64,96.17,Medium
DR_117,TRIP_9244,6,2,4,7,35,0.57,83,0,5,4,7.81,2,0,22,95.5,Medium
DR_196,TRIP_9245,9,7,6,3,113,0.78,71,3,3,4,19.85,1,1,56,76.32,Medium
DR_103,TRIP_9246,7,6,2,38,38,0.8,73,2,4,2,31.35,1,1,57,77.46,Medium
DR_217,TRIP_9247,1,3,4,0,29,0.58,91,2,3,5,33.38,4,3,63,84.13,High
DR_291,TRIP_9248,0,8,1,9,25,0.22,88,2,4,6,10.28,3,3,14,56.51,Low
DR_290,TRIP_9249,1,7,4,12,82,0.21,84,0,4,2,17.46,1,0,58,53.95,High
DR_152,TRIP_9250,7,5,1,28,81,0.42,77,0,0,1,32.47,1,3,21,68.51,Medium
DR_201,TRIP_9251,2,1,5,0,10,0.85,91,3,0,6,33.88,0,0,10,81.64,Medium
DR_116,TRIP_9252,3,3,6,38,32,0.26,78,1,2,5,34.61,0,0,61,90.23,Low
DR_45,TRIP_9253,0,6,3,27,88,0.58,85,2,2,5,20.33,2,3,38,79.07,Low
DR_31,TRIP_9254,6,8,4,27,38,0.9,72,1,3,6,11.12,3,2,18,98.3,Low
DR_88,TRIP_9255,2,1,0,15,65,0.41,93,2,0,4,37.32,3,1,54,59.66,Medium
DR_190,TRIP_9256,8,6,3,14,119,0.12,75,3,2,6,34.34,0,2,62,85.38,Medium
DR_78,TRIP_9257,9,1,4,13,95,0.42,79,0,1,3,33.73,1,3,19,87.49,Medium
DR_19,TRIP_9258,1,3,4,26,82,0.38,86,3,2,1,16.9,1,3,52,81.99,High
DR_108,TRIP_9259,7,4,5,8,51,0.57,78,2,2,3,15.45,2,1,70,79.36,Medium
DR_112,TRIP_9260,1,1,4,14,88,0.32,91,0,1,6,8.64,1,2,59,72.04,Low
DR_82,TRIP_9261,9,7,1,19,50,0.75,74,0,3,3,22.74,3,1,38,79.95,Low
DR_228,TRIP_9262,6,1,4,15,38,0.32,83,2,5,2,32.95,3,2,36,71.96,Medium
DR_4,TRIP_9263,8,0,2,20,28,0.6,82,3,4,6,25.38,2,3,19,86.18,Medium
DR_227,TRIP_9264,2,2,1,35,6,0.86,87,3,2,0,24.27,4,2,23,88.41,High
DR_297,TRIP_9265,2,3,2,10,42,0.41,90,0,0,1,11.32,4,2,52,72.56,High
DR_294,TRIP_9266,9,8,3,15,24,0.19,71,0,1,0,29.5,4,2,22,61.71,High
DR_117,TRIP_9267,9,5,6,25,101,0.51,69,2,0,4,22.73,1,0,54,59.74,High
DR_285,TRIP_9268,1,2,6,27,16,0.44,85,2,2,3,39.13,3,0,24,50.07,Medium
DR_166,TRIP_9269,5,1,3,37,61,0.43,81,2,5,2,22.96,3,3,41,96.11,Medium
DR_188,TRIP_9270,9,3,2,10,83,0.21,79,3,1,1,20.36,3,1,33,70.4,Medium
DR_190,TRIP_9271,9,7,2,23,81,0.87,72,0,3,5,34.37,2,2,34,50.58,Low
DR_289,TRIP_9272,6,1,4,10,23,0.33,84,3,4,2,24.31,0,1,28,92.88,Medium
DR_48,TRIP_9273,1,6,0,2,120,0.58,91,3,4,2,37.58,0,0,43,94.4,Medium
DR_16,TRIP_9274,0,4,3,16,89,0.11,89,1,0,1,23.6,3,2,17,62.99,Low
DR_1,TRIP_9275,8,8,4,12,54,0.69,72,0,2,6,20.33,3,3,63,98.86,Medium
DR_62,TRIP_9276,3,0,5,31,82,0.11,84,2,1,2,20.75,2,0,64,81.92,Low
DR_116,TRIP_9277,8,1,5,7,11,0.66,80,3,2,0,38.45,0,1,30,88.98,Low
DR_70,TRIP_9278,8,4,2,14,17,0.5,79,0,0,0,24.99,2,2,31,62.68,High
DR_152,TRIP_9279,4,4,4,5,107,0.89,84,3,5,6,32.76,2,1,48,53.95,High
DR_32,TRIP_9280,4,0,4,26,48,0.59,85,2,0,4,28.46,1,1,46,99.89,High
DR_143,TRIP_9281,2,3,0,28,33,0.2,88,0,2,6,37.2,2,0,64,87.4,Medium
DR_153,TRIP_9282,1,2,6,4,60,0.69,89,0,3,2,5.94,3,2,33,67.55,Medium
DR_99,TRIP_9283,0,5,2,9,41,0.3,90,2,4,0,6.11,4,0,28,50.49,Medium
DR_12,TRIP_9284,2,6,2,3,5,0.58,88,1,3,1,13.55,2,0,43,76.31,Low
DR_237,TRIP_9285,8,1,0,6,19,0.14,86,3,4,3,29.62,4,1,47,52.95,Low
DR_260,TRIP_9286,1,7,4,26,32,0.59,81,1,2,6,38.69,1,3,70,65.22,Medium
DR_95,TRIP_9287,7,4,5,23,119,0.36,75,0,4,3,5.51,1,3,11,90.28,High
DR_155,TRIP_9288,5,5,2,26,59,0.26,80,0,3,6,7.83,2,2,18,51.01,Medium
DR_164,TRIP_9289,1,6,5,35,13,0.53,79,0,0,6,24.79,4,0,10,63.5,Medium
DR_204,TRIP_9290,10,5,2,16,15,0.45,74,1,5,5,23.05,4,0,26,69.38,Low
DR_43,TRIP_9291,2,2,6,19,112,0.48,85,0,3,2,36.28,3,0,35,53.76,Low
DR_200,TRIP_9292,4,7,2,16,48,0.59,81,2,5,4,38.14,2,1,49,76.68,High
DR_103,TRIP_9293,10,8,5,18,110,0.4,67,0,2,5,31.62,2,1,12,76.8,Low
DR_252,TRIP_9294,3,5,1,31,76,0.71,83,0,4,3,13.97,1,0,22,56.33,Medium
DR_232,TRIP_9295,3,3,5,3,86,0.85,86,0,0,1,18.44,4,0,65,75.25,Medium
DR_87,TRIP_9296,9,5,3,5,82,0.74,77,3,3,4,7.18,3,0,35,73.76,Medium
DR_186,TRIP_9297,6,5,3,25,17,0.68,77,0,1,0,38.75,4,1,39,68.09,High
DR_161,TRIP_9298,1,4,1,17,33,0.82,90,3,3,6,14.6,2,2,66,93.6,High
DR_182,TRIP_9299,1,7,6,3,11,0.16,83,2,4,0,18.39,1,3,22,73.35,Low
DR_297,TRIP_9300,6,7,6,19,69,0.65,73,1,5,2,19.29,1,0,39,66.84,Low
DR_113,TRIP_9301,4,2,0,3,18,0.64,91,1,0,6,30.56,1,0,14,84.4,Low
DR_272,TRIP_9302,6,7,4,32,83,0.56,72,0,3,2,33.4,3,2,47,75.52,High
DR_106,TRIP_9303,10,0,3,26,47,0.2,77,2,4,6,26.97,1,1,57,74.52,High
DR_142,TRIP_9304,10,8,1,36,97,0.32,68,2,1,0,30.8,3,1,59,65.49,Medium
DR_27,TRIP_9305,8,0,5,16,91,0.2,80,2,0,4,9.09,1,0,23,99.2,High
DR_160,TRIP_9306,4,3,2,22,45,0.44,84,2,0,0,28.93,1,2,51,79.32,High
DR_158,TRIP_9307,3,6,0,29,78,0.49,83,0,1,5,27.75,1,0,29,50.8,High
DR_91,TRIP_9308,9,4,4,11,100,0.56,76,2,0,3,19.35,4,1,50,77.89,High
DR_102,TRIP_9309,9,5,4,19,48,0.71,73,1,5,2,21.73,2,3,33,76.44,High
DR_259,TRIP_9310,3,7,6,9,10,0.29,79,0,5,4,11.93,1,1,13,90.41,Medium
DR_103,TRIP_9311,9,1,0,33,71,0.49,79,1,2,4,11.35,2,0,12,97.92,Low
DR_32,TRIP_9312,2,1,0,30,11,0.37,90,1,1,2,23.95,3,1,16,92.37,Medium
DR_104,TRIP_9313,1,4,5,16,103,0.42,85,1,0,2,33.65,0,3,64,95.51,Low
DR_207,TRIP_9314,5,2,0,5,115,0.74,90,0,1,0,19.28,3,3,51,64.24,Low
DR_189,TRIP_9315,4,0,6,18,1,0.47,84,1,5,1,8.43,3,1,54,78.23,Medium
DR_7,TRIP_9316,5,4,0,27,20,0.37,83,1,5,1,38.97,1,0,59,78.64,Medium
DR_60,TRIP_9317,5,2,4,39,24,0.27,78,0,4,6,28.42,0,2,65,78.09,High
DR_284,TRIP_9318,8,5,1,30,115,0.63,75,0,5,1,5.08,2,2,13,95.27,Medium
DR_113,TRIP_9319,3,7,6,7,43,0.72,80,0,1,6,39.03,3,3,34,96.03,Medium
DR_230,TRIP_9320,7,4,3,16,107,0.18,79,2,3,6,24.67,1,1,25,79.2,High
DR_2,TRIP_9321,8,5,5,36,104,0.15,70,3,2,2,11.38,4,3,13,52.41,Medium
DR_160,TRIP_9322,8,4,5,2,48,0.25,78,2,5,3,6.26,3,2,49,89.05,Medium
DR_266,TRIP_9323,1,1,4,5,50,0.54,92,0,0,1,33.23,1,1,54,91.2,Medium
DR_4,TRIP_9324,2,3,0,33,81,0.2,87,1,2,0,8.82,0,0,22,84.25,Medium
DR_177,TRIP_9325,1,0,5,21,64,0.71,89,2,3,0,22.7,4,2,20,92.5,Low
DR_47,TRIP_9326,3,1,1,35,74,0.73,87,0,2,2,29.92,4,0,51,74.58,Low
